ID,TABLE_NAME,LABEL,DESCRIPTION,INPUT_SQL_DEFAULT,INPUT_SQL,IS_REPL_MANDATORY,REPL_STATUS
32,t_uom__text,XFLD_DisplayName_UoMText,XTOL_DescriptionName_UoMText,"SELECT mainTable.MSEHI, languageTable.LANGUAGE AS LANGU, textTable.MSEH3, textTable.MSEHT FROM ""sap.plc.db::repl_st.t_t006a"" as textTable inner join (select distinct (CASE WHEN uom.DESTINATION_UOM_ID is not null then uom.DESTINATION_UOM_ID else MSEHI END) as MSEHI, t006.MSEHI as MSEHI_NO_CONVERT from ""sap.plc.db::repl_st.t_t006"" as t006 inner join ""sap.plc.db::map.t_dimension_mapping"" as dim on t006.DIMID = dim.SOURCE_DIMENSION_ID left outer join ""sap.plc.db::map.t_uom_mapping"" as uom on t006.MSEHI = uom.SOURCE_UOM_ID where IFNULL(t006.MSEHI, '''') <> '''' and t006.MSEHI not in (''10'',''STD'') and t006.MANDT = ''800'' ) as mainTable on textTable.MSEHI = mainTable.MSEHI_NO_CONVERT INNER JOIN ""sap.plc.db::basis.t_language"" as languageTable on textTable.SPRAS = languageTable.MAPPING_LANGUAGE_ID and languageTable.TEXTS_MAINTAINABLE = 1 and languageTable._valid_from <= current_timestamp and languageTable._valid_to is null where textTable.MANDT = ''800''",,0,DISABLED
33,t_cost_center__text,XFLD_DisplayName_CostCenterText,XTOL_DescriptionName_CostCenterText,"SELECT (CASE WHEN ""sap.plc.db.masterdata_replication.functions::f_is_numeric""(textTable.KOSTL)=0 then textTable.KOSTL else TRIM( LEADING ''0'' FROM textTable.KOSTL )END) AS KOSTL,textTable.KOKRS,languageTable.LANGUAGE AS LANGU,textTable.KTEXT FROM ""sap.plc.db::repl_st.t_cskt"" as textTable INNER JOIN ""sap.plc.db::basis.t_language"" as languageTable on textTable.SPRAS = languageTable.MAPPING_LANGUAGE_ID and languageTable.TEXTS_MAINTAINABLE = 1 and languageTable._valid_from <= current_timestamp and languageTable._valid_to is null WHERE textTable.KOSTL IS NOT NULL and textTable.KOKRS IS NOT NULL and textTable.DATBI = ( SELECT MAX(DATBI) FROM ""sap.plc.db::repl_st.t_cskt"" AS CSKT1 WHERE CSKT1.MANDT = ''800'' AND CSKT1.KOKRS = textTable.KOKRS AND CSKT1.KOSTL = textTable.KOSTL AND CSKT1.SPRAS = textTable.SPRAS) AND textTable.DATBI >= TO_DATS(CURRENT_DATE) and textTable.MANDT = ''800''",,0,DISABLED
34,t_account__text,XFLD_DisplayName_AccountText,XTOL_DescriptionName_AccountText,"SELECT (CASE WHEN ""sap.plc.db.masterdata_replication.functions::f_is_numeric""(cskuTextTable.KSTAR)=0 then cskuTextTable.KSTAR else TRIM( LEADING ''0'' FROM cskuTextTable.KSTAR )END) AS KSTAR, tka01.KOKRS, languageTable.LANGUAGE AS LANGU, cskuTextTable.KTEXT FROM ""sap.plc.db::repl_st.t_csku"" as cskuTextTable INNER JOIN ""sap.plc.db::repl_st.t_tka01"" as tka01 on cskuTextTable.mandt = tka01.mandt and cskuTextTable.ktopl = tka01.ktopl INNER JOIN ""sap.plc.db::basis.t_language"" as languageTable on cskuTextTable.SPRAS = languageTable.MAPPING_LANGUAGE_ID and languageTable.TEXTS_MAINTAINABLE = 1 and languageTable._valid_from <= current_timestamp and languageTable._valid_to is null WHERE cskuTextTable.KSTAR IS NOT NULL and tka01.KOKRS IS NOT NULL and cskuTextTable.MANDT = ''800''",,0,DISABLED
35,t_activity_type__text,XFLD_DisplayName_ActivityTypeText,XTOL_DescriptionName_ActivityTypeText,"SELECT textTable.LSTAR, textTable.KOKRS, languageTable.LANGUAGE AS LANGU, textTable.KTEXT FROM ""sap.plc.db::repl_st.t_cslt"" as textTable INNER JOIN ""sap.plc.db::basis.t_language"" as languageTable on textTable.SPRAS = languageTable.MAPPING_LANGUAGE_ID and languageTable.TEXTS_MAINTAINABLE = 1 and languageTable._valid_from <= current_timestamp and languageTable._valid_to is null WHERE textTable.LSTAR IS NOT NULL and textTable.KOKRS IS NOT NULL and textTable.DATBI = (SELECT MAX(DATBI) FROM ""sap.plc.db::repl_st.t_cslt"" AS CSLT1 WHERE CSLT1.MANDT = ''800'' AND CSLT1.LSTAR = textTable.LSTAR AND CSLT1.KOKRS = textTable.KOKRS AND CSLT1.SPRAS = textTable.SPRAS) AND textTable.DATBI >= TO_DATS(CURRENT_DATE) and textTable.MANDT = ''800''",,0,DISABLED
36,t_process__text,XFLD_DisplayName_ProcessText,XTOL_DescriptionName_ProcessText,"SELECT textTable.PRZNR, textTable.KOKRS, languageTable.LANGUAGE AS LANGU, textTable.KTEXT FROM ""sap.plc.db::repl_st.t_cbpt"" as textTable INNER JOIN ""sap.plc.db::basis.t_language"" as languageTable on textTable.SPRAS = languageTable.MAPPING_LANGUAGE_ID and languageTable.TEXTS_MAINTAINABLE = 1 and languageTable._valid_from <= current_timestamp and languageTable._valid_to is null WHERE textTable.PRZNR IS NOT NULL and textTable.KOKRS IS NOT NULL and textTable.DATBI = (SELECT MAX(DATBI) FROM ""sap.plc.db::repl_st.t_cbpt"" AS CBPT1 WHERE CBPT1.MANDT = ''800'' AND CBPT1.PRZNR= textTable.PRZNR AND CBPT1.KOKRS = textTable.KOKRS AND CBPT1.SPRAS = textTable.SPRAS) AND textTable.DATBI >= TO_DATS(CURRENT_DATE) and textTable.MANDT = ''800''",,0,DISABLED
38,t_valuation_class__text,XFLD_DisplayName_ValuationClassText,XTOL_DescriptionName_ValuationClassText,"SELECT textTable.BKLAS, languageTable.LANGUAGE AS LANGU, textTable.BKBEZ FROM ""sap.plc.db::repl_st.t_t025t"" as textTable INNER JOIN ""sap.plc.db::basis.t_language"" as languageTable on textTable.SPRAS = languageTable.MAPPING_LANGUAGE_ID and languageTable.TEXTS_MAINTAINABLE = 1 and languageTable._valid_from <= current_timestamp and languageTable._valid_to is null WHERE textTable.BKLAS IS NOT NULL and textTable.MANDT = ''800''",,0,DISABLED
39,t_profit_center__text,XFLD_DisplayName_ProfitCenterText,XTOL_DescriptionName_ProfitCenterText,"SELECT (CASE WHEN ""sap.plc.db.masterdata_replication.functions::f_is_numeric""(textTable.PRCTR)=0 then textTable.PRCTR else TRIM( LEADING ''0'' FROM textTable.PRCTR )END) AS PRCTR,textTable.KOKRS,languageTable.LANGUAGE AS LANGU,textTable.KTEXT FROM ""sap.plc.db::repl_st.t_cepct"" as textTable INNER JOIN ""sap.plc.db::basis.t_language"" as languageTable on textTable.SPRAS = languageTable.MAPPING_LANGUAGE_ID and languageTable.TEXTS_MAINTAINABLE = 1 and languageTable._valid_from <= current_timestamp and languageTable._valid_to is null WHERE textTable.PRCTR IS NOT NULL and textTable.KOKRS IS NOT NULL and textTable.DATBI = (SELECT MAX(DATBI) FROM ""sap.plc.db::repl_st.t_cepct"" AS CEPCT1 WHERE CEPCT1.MANDT = ''800'' AND CEPCT1.PRCTR = textTable.PRCTR AND CEPCT1.KOKRS = textTable.KOKRS AND CEPCT1.SPRAS = textTable.SPRAS) AND textTable.DATBI >= TO_DATS(CURRENT_DATE) and textTable.MANDT = ''800''",,0,DISABLED
40,t_business_area__text,XFLD_DisplayName_BusinessAreaText,XTOL_DescriptionName_BusinessAreaText,"SELECT textTable.GSBER, languageTable.LANGUAGE AS LANGU, textTable.GTEXT FROM ""sap.plc.db::repl_st.t_tgsbt"" as textTable INNER JOIN ""sap.plc.db::basis.t_language"" as languageTable on textTable.SPRAS = languageTable.MAPPING_LANGUAGE_ID and languageTable.TEXTS_MAINTAINABLE = 1 and languageTable._valid_from <= current_timestamp and languageTable._valid_to is null WHERE textTable.GSBER IS NOT NULL and textTable.MANDT = ''800''",,0,DISABLED
41,t_material_type__text,XFLD_DisplayName_MaterialTypeText,XTOL_DescriptionName_MaterialTypeText,"SELECT textTable.MTART , languageTable.LANGUAGE AS LANGU, textTable.MTBEZ FROM ""sap.plc.db::repl_st.t_t134t"" as textTable INNER JOIN ""sap.plc.db::basis.t_language"" as languageTable on textTable.SPRAS = languageTable.MAPPING_LANGUAGE_ID and languageTable.TEXTS_MAINTAINABLE = 1 and languageTable._VALID_FROM <= current_timestamp and languageTable._VALID_TO is null WHERE textTable.MTART IS NOT NULL and textTable.mandt = ''800''",,0,DISABLED
42,t_material_group__text,XFLD_DisplayName_MaterialGroupText,XTOL_DescriptionName_MaterialGroupText,"SELECT textTable.MATKL, languageTable.LANGUAGE AS LANGU, textTable.WGBEZ FROM  ""sap.plc.db::repl_st.t_t023t"" as textTable INNER JOIN ""sap.plc.db::basis.t_language"" as languageTable on textTable.SPRAS = languageTable.MAPPING_LANGUAGE_ID and languageTable.TEXTS_MAINTAINABLE = 1 and languageTable._VALID_FROM <= current_timestamp and languageTable._VALID_TO is null WHERE textTable.MATKL IS NOT NULL and textTable.MANDT = ''800''",,0,DISABLED
43,t_material__text,XFLD_DisplayName_MaterialText,XTOL_DescriptionName_MaterialText,"SELECT (CASE WHEN ""sap.plc.db.masterdata_replication.functions::f_is_numeric""(textTable.MATNR)=0 then textTable.MATNR else TRIM( LEADING ''0'' FROM textTable.MATNR )END) AS MATNR, languageTable.LANGUAGE AS LANGU, textTable.maktx FROM ""sap.plc.db::repl_st.t_makt"" AS textTable INNER JOIN ""sap.plc.db::repl_st.t_mara"" AS mara ON textTable.mandt= mara.mandt AND textTable.MATNR = mara.MATNR AND ifnull(mara.LVORM,'''')<>''X'' INNER JOIN ""sap.plc.db::basis.t_language"" as languageTable on textTable.SPRAS = languageTable.MAPPING_LANGUAGE_ID and languageTable.TEXTS_MAINTAINABLE = 1 and languageTable._valid_from <= current_timestamp and languageTable._valid_to is null LEFT OUTER JOIN ""sap.plc.db::map.t_uom_mapping"" AS uom ON mara.MEINS = uom.SOURCE_UOM_ID WHERE IFNULL(textTable.MATNR, '''') <> '''' AND (IFNULL(uom.DESTINATION_UOM_ID,MEINS) IN (SELECT DISTINCT UOM_ID FROM ""sap.plc.db::basis.t_uom"")) and textTable.mandt = ''800''",,0,DISABLED
44,t_document_type__text,XFLD_DisplayName_DocumentTypeText,XTOL_DescriptionName_DocumentTypeText,"SELECT textTable.DOKAR, languageTable.LANGUAGE AS LANGU, textTable.DARTXT FROM ""sap.plc.db::repl_st.t_tdwat"" as textTable INNER JOIN ""sap.plc.db::basis.t_language"" as languageTable on textTable.CVLANG = languageTable.MAPPING_LANGUAGE_ID and languageTable.TEXTS_MAINTAINABLE = 1 and languageTable._valid_from <= current_timestamp and languageTable._valid_to is null WHERE textTable.DOKAR IS NOT NULL and textTable.mandt = ''800''",,0,DISABLED
45,t_document_status__text,XFLD_DisplayName_DocumentStatusText,XTOL_DescriptionName_DocumentStatusText,"SELECT textTable.DOKST, languageTable.LANGUAGE AS LANGU, textTable.DOSTX FROM ""sap.plc.db::repl_st.t_tdwst"" as textTable INNER JOIN ""sap.plc.db::basis.t_language"" as languageTable on textTable.CVLANG = languageTable.MAPPING_LANGUAGE_ID and languageTable.TEXTS_MAINTAINABLE = 1 and languageTable._valid_from <= current_timestamp and languageTable._valid_to is null WHERE textTable.DOKST IS NOT NULL AND textTable.MANDT = ''800''",,0,DISABLED
46,t_document__text,XFLD_DisplayName_DocumentText,XTOL_DescriptionName_DocumentText,"SELECT textTable.DOKAR, (CASE WHEN ""sap.plc.db.masterdata_replication.functions::f_is_numeric""(textTable.DOKNR)=0 then textTable.DOKNR else TRIM( LEADING ''0'' FROM textTable.DOKNR )END) AS DOKNR, textTable.DOKVR, textTable.DOKTL, languageTable.LANGUAGE AS LANGU, textTable.DKTXT FROM ""sap.plc.db::repl_st.t_drat"" as textTable INNER JOIN ""sap.plc.db::repl_st.t_draw"" as draw ON textTable.DOKAR = draw.DOKAR AND textTable.DOKNR = draw.DOKNR AND textTable.DOKVR = draw.DOKVR AND textTable.DOKTL = draw.DOKTL AND ifnull(draw.LOEDK,'''')<>''X'' AND draw.mandt = ''800'' INNER JOIN ""sap.plc.db::basis.t_language"" as languageTable on textTable.LANGU= languageTable.MAPPING_LANGUAGE_ID and languageTable.TEXTS_MAINTAINABLE = 1 and languageTable._valid_from <= current_timestamp and languageTable._valid_to is null WHERE textTable.DOKAR IS NOT NULL AND textTable.DOKNR IS NOT NULL AND textTable.DOKVR IS NOT NULL AND textTable.DOKTL IS NOT NULL AND textTable.MANDT = ''800''",,0,DISABLED
27,t_activity_price,XFLD_DisplayName_ActivityPrice,XTOL_DescriptionName_ActivityPrice,"select distinct ''ERP_STANDARD_PRICE'' as PRICE_SOURCE_ID, cssl.KOKRS as CONTROLLING_AREA_ID, (CASE WHEN ""sap.plc.db.masterdata_replication.functions::f_is_numeric""(cssl.KOSTL)=0 then cssl.KOSTL else TRIM(LEADING ''0'' from cssl.KOSTL) END) as COST_CENTER_ID, cssl.LSTAR as ACTIVITY_TYPE_ID, ''*'' as PROJECT_ID, ''*'' as CUSTOMER_ID, to_date(concat(cost.GJAHR,MM)) as VALID_FROM , add_days(add_months(to_date(concat(cost.GJAHR,MM)),1), -1) as VALID_TO , 1 as VALID_FROM_QUANTITY, null as VALID_TO_QUANTITY, case MM when ''01'' then cost.TOF001 when ''02'' then cost.TOF002 when ''03'' then cost.TOF003 when ''04'' then cost.TOF004 when ''05'' then cost.TOF005 when ''06'' then cost.TOF006 when ''07'' then cost.TOF007 when ''08'' then cost.TOF008 when ''09'' then cost.TOF009 when ''10'' then cost.TOF010 when ''11'' then cost.TOF011 when ''12'' then cost.TOF012 else null end as PRICE_FIXED_PORTION           , case MM when ''01'' then cost.TOG001 - cost.TOF001 when ''02'' then cost.TOG002 - cost.TOF002 when ''03'' then cost.TOG003 - cost.TOF003 when ''04'' then cost.TOG004 - cost.TOF004 when ''05'' then cost.TOG005 - cost.TOF005 when ''06'' then cost.TOG006 - cost.TOF006 when ''07'' then cost.TOG007 - cost.TOF007 when ''08'' then cost.TOG008 - cost.TOF008 when ''09'' then cost.TOG009 - cost.TOF009 when ''10'' then cost.TOG010 - cost.TOF010 when ''11'' then cost.TOG011 - cost.TOF011 when ''12'' then cost.TOG012 - cost.TOF012 else null end as PRICE_VARIABLE_PORTION, csks.WAERS as TRANSACTION_CURRENCY_ID , cost.TOE001 as PRICE_UNIT, IFNULL(uom.DESTINATION_UOM_ID, csla.LEINH) as PRICE_UNIT_UOM_ID from ""sap.plc.db::repl_st.t_cost"" as cost inner join ""sap.plc.db::repl_st.t_cssl"" as cssl on  cssl.MANDT = cost.MANDT and cssl.OBJNR = cost.OBJNR and cssl.GJAHR = cost.GJAHR inner join ""sap.plc.db::repl_st.t_csks"" as csks on  csks.MANDT = cssl.MANDT and csks.KOSTL = cssl.KOSTL and csks.KOKRS = cssl.KOKRS inner join ""sap.plc.db::repl_st.t_csla"" as csla on  csla.MANDT = cssl.MANDT and csla.KOKRS = cssl.KOKRS and csla.LSTAR = cssl.LSTAR inner join ( select ''01'' as MM from dummy union select ''02'' as MM from dummy union select ''03'' as MM from dummy union select ''04'' as MM from dummy union select ''05'' as MM from dummy union select ''06'' as MM from dummy union select ''07'' as MM from dummy union select ''08'' as MM from dummy union select ''09'' as MM from dummy union select ''10'' as MM from dummy union select ''11'' as MM from dummy union select ''12'' as MM from dummy ) on  1 = 1 left outer join ""sap.plc.db::map.t_uom_mapping"" AS uom ON uom.SOURCE_UOM_ID = csla.LEINH where add_days(add_months(to_date(concat(cost.GJAHR,MM)),1), -1) > TO_DATE(''20201231'') and (IFNULL(uom.DESTINATION_UOM_ID, csla.LEINH) IN (SELECT DISTINCT UOM_ID FROM ""sap.plc.db::basis.t_uom"")) and (csks.WAERS is NULL or ucase(csks.WAERS) in ( SELECT distinct CURRENCY_ID FROM ""sap.plc.db::basis.t_currency"" where _valid_from <= current_timestamp and _valid_to is null) ) and cost.MANDT = ''800''",,0,DISABLED
47,t_work_center,XFLD_DisplayName_WorkCenter,XTOL_DescriptionName_WorkCenter,"select distinct workCenter.ARBPL, workCenter.WERKS, CASE workCenter.VERWE when ''0001'' THEN ''MACHINE'' when ''0002'' THEN ''MACHINE_GROUP'' when ''0003'' THEN ''LABOR'' when ''0004'' THEN ''LABOR_GROUP'' when ''0005'' THEN ''PLANT_MAINTENANCE'' when ''0007'' THEN ''WORK_CENTER_ON_PRODUCTION_LINE'' when ''0008'' THEN ''PROCESSING_UNIT'' when ''0010'' THEN ''TRANSPORTATION_UNIT'' when ''0011'' THEN ''PRODUCTION_LINE'' when ''0012'' THEN ''ZONE'' when ''0013'' THEN ''STATION'' when ''Z001'' THEN ''DESIGN_AND_DEVELOPMENT'' when ''Z002'' THEN ''EXTERNAL_PROCESSING_UNIT'' when ''Z003'' THEN ''STORAGE_UNIT'' ELSE '''' END AS VERWE, (CASE WHEN ""sap.plc.db.masterdata_replication.functions::f_is_numeric""(workCenterCost.KOSTL)=0 then workCenterCost.KOSTL else TRIM(LEADING ''0'' from workCenterCost.KOSTL )END) as KOSTL, workCenterCost.KOKRS, workCenter.VERAN, efficiencyRate.ZGKAL from ""sap.plc.db::repl_st.t_crhd"" as workCenter inner join ""sap.plc.db::repl_st.t_crco"" as workCenterCost on workCenter.MANDT = workCenterCost.MANDT and workCenter.OBJTY = workCenterCost.OBJTY and workCenter.OBJID = workCenterCost.OBJID and workCenterCost.begda <= to_date(current_timestamp) and workCenterCost.endda > to_date(current_timestamp) left outer join ""sap.plc.db::repl_st.t_tc31a"" as efficiencyRate on  workCenter.MANDT = efficiencyRate.MANDT and workCenter.ZGR01 = efficiencyRate.ZGRAD and efficiencyRate.datub > to_date(current_timestamp) where workCenter.MANDT = ''800'' and workCenter.begda <= to_date(current_timestamp) and workCenter.endda > to_date(current_timestamp) and workCenter.ARBPL IS NOT NULL AND workCenter.WERKS IS NOT NULL and ifnull(workCenter.LVORM,'''')<>''X''",,0,DISABLED
48,t_work_center__text,XFLD_DisplayName_WorkCenterText,XTOL_DescriptionName_WorkCenterText,"SELECT distinct workCenter.ARBPL, workCenter.WERKS, languageTable.LANGUAGE AS LANGU, textTable.KTEXT FROM ""sap.plc.db::repl_st.t_crtx"" AS textTable inner join ""sap.plc.db::repl_st.t_crhd"" as workCenter on textTable.MANDT = workCenter.MANDT and textTable.OBJTY = workCenter.OBJTY and textTable.OBJID = workCenter.OBJID and workCenter.begda <= to_date(current_timestamp) and workCenter.endda > to_date(current_timestamp) and ifnull(workCenter.LVORM,'''')<>''X'' inner join ""sap.plc.db::repl_st.t_crco"" as workCenterCost on workCenter.MANDT = workCenterCost.MANDT and workCenter.OBJTY = workCenterCost.OBJTY and workCenter.OBJID = workCenterCost.OBJID and workCenterCost.begda <= to_date(current_timestamp) and workCenterCost.endda > to_date(current_timestamp) INNER JOIN ""sap.plc.db::basis.t_language"" as languageTable on textTable.SPRAS = languageTable.MAPPING_LANGUAGE_ID and languageTable.TEXTS_MAINTAINABLE = 1 and languageTable._valid_from <= current_timestamp and languageTable._valid_to is null WHERE workCenter.ARBPL IS NOT NULL AND workCenter.WERKS IS NOT NULL AND textTable.MANDT = ''800''",,0,DISABLED
