PATH,BUSINESS_OBJECT,COLUMN_ID,ITEM_CATEGORY_ID,SUBITEM_STATE,IS_MANDATORY,IS_READ_ONLY,IS_TRANSFERABLE,DEFAULT_VALUE,CREATED_ON,CREATED_BY,LAST_MODIFIED_ON,LAST_MODIFIED_BY
Item.Material_Type,Material_Type,MATERIAL_TYPE_DESCRIPTION,8,-1,,1,,,,,,
Item.Material.Material_Type,Material_Type,MATERIAL_TYPE_DESCRIPTION,0,-1,,1,,,,,,
Item.Material.Material_Type,Material_Type,MATERIAL_TYPE_DESCRIPTION,1,-1,,1,,,,,,
Item.Material.Material_Type,Material_Type,MATERIAL_TYPE_DESCRIPTION,2,-1,,1,,,,,,
Item.Material.Material_Type,Material_Type,MATERIAL_TYPE_DESCRIPTION,4,-1,,1,,,,,,
Item.Material.Material_Type,Material_Type,MATERIAL_TYPE_DESCRIPTION,6,-1,,1,,,,,,
Item.Material.Material_Type,Material_Type,MATERIAL_TYPE_DESCRIPTION,8,-1,,1,,,,,,
Item,Item,MATERIAL_GROUP_ID,0,-1,,,,,,,,
Item,Item,MATERIAL_GROUP_ID,1,-1,,,,,,,,
Item,Item,MATERIAL_GROUP_ID,2,-1,,,,,,,,
Item,Item,MATERIAL_GROUP_ID,4,-1,,,,,,,,
Item,Item,MATERIAL_GROUP_ID,6,-1,,,,,,,,
Item,Item,MATERIAL_GROUP_ID,8,-1,,,,,,,,
Item.Material_Group,Material_Group,MATERIAL_GROUP_ID,0,-1,,,,,,,,
Item.Material_Group,Material_Group,MATERIAL_GROUP_ID,1,-1,,,,,,,,
Item.Material_Group,Material_Group,MATERIAL_GROUP_ID,2,-1,,,,,,,,
Item.Material_Group,Material_Group,MATERIAL_GROUP_ID,4,-1,,,,,,,,
Item.Material_Group,Material_Group,MATERIAL_GROUP_ID,6,-1,,,,,,,,
Item.Material_Group,Material_Group,MATERIAL_GROUP_ID,8,-1,,,,,,,,
Item.Material_Group,Material_Group,MATERIAL_GROUP_DESCRIPTION,0,-1,,1,,,,,,
Item.Material_Group,Material_Group,MATERIAL_GROUP_DESCRIPTION,1,-1,,1,,,,,,
Item.Material_Group,Material_Group,MATERIAL_GROUP_DESCRIPTION,2,-1,,1,,,,,,
Item.Material_Group,Material_Group,MATERIAL_GROUP_DESCRIPTION,4,-1,,1,,,,,,
Item.Material_Group,Material_Group,MATERIAL_GROUP_DESCRIPTION,6,-1,,1,,,,,,
Item.Material_Group,Material_Group,MATERIAL_GROUP_DESCRIPTION,8,-1,,1,,,,,,
Item,Item,OVERHEAD_GROUP_ID,0,-1,,,,,,,,
Item,Item,OVERHEAD_GROUP_ID,1,-1,,,,,,,,
Item,Item,OVERHEAD_GROUP_ID,2,-1,,,,,,,,
Item,Item,OVERHEAD_GROUP_ID,4,-1,,,,,,,,
Item,Item,OVERHEAD_GROUP_ID,6,-1,,,,,,,,
Item,Item,OVERHEAD_GROUP_ID,8,-1,,,,,,,,
Item.Overhead_Group,Overhead_Group,OVERHEAD_GROUP_ID,0,-1,,,,,,,,
Item.Overhead_Group,Overhead_Group,OVERHEAD_GROUP_ID,1,-1,,,,,,,,
Item.Overhead_Group,Overhead_Group,OVERHEAD_GROUP_ID,2,-1,,,,,,,,
Item.Overhead_Group,Overhead_Group,OVERHEAD_GROUP_ID,4,-1,,,,,,,,
Item.Overhead_Group,Overhead_Group,OVERHEAD_GROUP_ID,6,-1,,,,,,,,
Item.Overhead_Group,Overhead_Group,OVERHEAD_GROUP_ID,8,-1,,,,,,,,
Item.Overhead_Group,Overhead_Group,OVERHEAD_GROUP_DESCRIPTION,0,-1,,1,,,,,,
Item.Overhead_Group,Overhead_Group,OVERHEAD_GROUP_DESCRIPTION,1,-1,,1,,,,,,
Item.Overhead_Group,Overhead_Group,OVERHEAD_GROUP_DESCRIPTION,2,-1,,1,,,,,,
Item.Overhead_Group,Overhead_Group,OVERHEAD_GROUP_DESCRIPTION,4,-1,,1,,,,,,
Item.Overhead_Group,Overhead_Group,OVERHEAD_GROUP_DESCRIPTION,6,-1,,1,,,,,,
Item.Overhead_Group,Overhead_Group,OVERHEAD_GROUP_DESCRIPTION,8,-1,,1,,,,,,
Item,Item,VALUATION_CLASS_ID,0,-1,,,,,,,,
Item,Item,VALUATION_CLASS_ID,1,-1,,,,,,,,
Item,Item,VALUATION_CLASS_ID,2,-1,,,,,,,,
Item,Item,VALUATION_CLASS_ID,4,-1,,,,,,,,
Item,Item,VALUATION_CLASS_ID,6,-1,,,,,,,,
Item,Item,VALUATION_CLASS_ID,8,-1,,,,,,,,
Item.Valuation_Class,Valuation_Class,VALUATION_CLASS_ID,0,-1,,,,,,,,
Item.Valuation_Class,Valuation_Class,VALUATION_CLASS_ID,1,-1,,,,,,,,
Item.Valuation_Class,Valuation_Class,VALUATION_CLASS_ID,2,-1,,,,,,,,
Item.Valuation_Class,Valuation_Class,VALUATION_CLASS_ID,4,-1,,,,,,,,
Item.Valuation_Class,Valuation_Class,VALUATION_CLASS_ID,6,-1,,,,,,,,
Item.Valuation_Class,Valuation_Class,VALUATION_CLASS_ID,8,-1,,,,,,,,
Item.Valuation_Class,Valuation_Class,VALUATION_CLASS_DESCRIPTION,0,-1,,1,,,,,,
Item.Valuation_Class,Valuation_Class,VALUATION_CLASS_DESCRIPTION,1,-1,,1,,,,,,
Item.Valuation_Class,Valuation_Class,VALUATION_CLASS_DESCRIPTION,2,-1,,1,,,,,,
Item.Valuation_Class,Valuation_Class,VALUATION_CLASS_DESCRIPTION,4,-1,,1,,,,,,
Item.Valuation_Class,Valuation_Class,VALUATION_CLASS_DESCRIPTION,6,-1,,1,,,,,,
Item.Valuation_Class,Valuation_Class,VALUATION_CLASS_DESCRIPTION,8,-1,,1,,,,,,
Item,Item,ENGINEERING_CHANGE_NUMBER_ID,0,-1,,,,,,,,
Item,Item,ENGINEERING_CHANGE_NUMBER_ID,1,-1,,,,,,,,
Item,Item,ENGINEERING_CHANGE_NUMBER_ID,2,-1,,,,,,,,
Item,Item,ENGINEERING_CHANGE_NUMBER_ID,3,-1,,,,,,,,
Item,Item,ENGINEERING_CHANGE_NUMBER_ID,4,-1,,,,,,,,
Item,Item,ENGINEERING_CHANGE_NUMBER_ID,5,-1,,,,,,,,
Item,Item,ENGINEERING_CHANGE_NUMBER_ID,6,-1,,,,,,,,
Item,Item,ENGINEERING_CHANGE_NUMBER_ID,7,-1,,,,,,,,
Item,Item,ENGINEERING_CHANGE_NUMBER_ID,8,-1,,,,,,,,
Item,Item,LOT_SIZE,1,-1,,,,,,,,
Item,Item,LOT_SIZE,2,-1,,,,,,,,
Item,Item,LOT_SIZE,3,-1,,,,,,,,
Item,Item,LOT_SIZE,4,-1,,,,,,,,
Item,Item,LOT_SIZE,5,-1,,,,,,,,
Item,Item,LOT_SIZE,6,-1,,,,,,,,
Item,Item,LOT_SIZE,7,-1,,,,,,,,
Item,Item,LOT_SIZE,8,-1,,,,,,,,
Item,Item,LOT_SIZE,10,-1,,,,,,,,
Item,Item,COMMENT,0,-1,,,,,,,,
Item,Item,COMMENT,1,-1,,,,,,,,
Item,Item,COMMENT,2,-1,,,,,,,,
Item,Item,COMMENT,3,-1,,,,,,,,
Item,Item,COMMENT,4,-1,,,,,,,,
Item,Item,COMMENT,5,-1,,,,,,,,
Item,Item,COMMENT,6,-1,,,,,,,,
Item,Item,COMMENT,7,-1,,,,,,,,
Item,Item,COMMENT,8,-1,,,,,,,,
Item,Item,COMMENT,9,-1,,,,,,,,
Item,Item,COMPANY_CODE_ID,0,-1,,,,,,,,
Item,Item,COMPANY_CODE_ID,1,-1,,,,,,,,
Item,Item,COMPANY_CODE_ID,2,-1,,,,,,,,
Item,Item,COMPANY_CODE_ID,3,-1,,,,,,,,
Item,Item,COMPANY_CODE_ID,4,-1,,,,,,,,
Item,Item,COMPANY_CODE_ID,5,-1,,,,,,,,
Item,Item,COMPANY_CODE_ID,6,-1,,,,,,,,
Item,Item,COMPANY_CODE_ID,7,-1,,,,,,,,
Item,Item,COMPANY_CODE_ID,8,-1,,,,,,,,
Item.Company_Code,Company_Code,COMPANY_CODE_ID,0,-1,,,,,,,,
Item.Company_Code,Company_Code,COMPANY_CODE_ID,1,-1,,,,,,,,
Item.Company_Code,Company_Code,COMPANY_CODE_ID,2,-1,,,,,,,,
Item.Company_Code,Company_Code,COMPANY_CODE_ID,3,-1,,,,,,,,
Item.Company_Code,Company_Code,COMPANY_CODE_ID,4,-1,,,,,,,,
Item.Company_Code,Company_Code,COMPANY_CODE_ID,5,-1,,,,,,,,
Item.Company_Code,Company_Code,COMPANY_CODE_ID,6,-1,,,,,,,,
Item.Company_Code,Company_Code,COMPANY_CODE_ID,7,-1,,,,,,,,
Item.Company_Code,Company_Code,COMPANY_CODE_ID,8,-1,,,,,,,,
Item.Company_Code,Company_Code,COMPANY_CODE_DESCRIPTION,0,-1,,1,,,,,,
Item.Company_Code,Company_Code,COMPANY_CODE_DESCRIPTION,1,-1,,1,,,,,,
Item.Company_Code,Company_Code,COMPANY_CODE_DESCRIPTION,2,-1,,1,,,,,,
Item.Company_Code,Company_Code,COMPANY_CODE_DESCRIPTION,3,-1,,1,,,,,,
Item.Company_Code,Company_Code,COMPANY_CODE_DESCRIPTION,4,-1,,1,,,,,,
Item.Company_Code,Company_Code,COMPANY_CODE_DESCRIPTION,5,-1,,1,,,,,,
Item.Company_Code,Company_Code,COMPANY_CODE_DESCRIPTION,6,-1,,1,,,,,,
Item.Company_Code,Company_Code,COMPANY_CODE_DESCRIPTION,7,-1,,1,,,,,,
Item.Company_Code,Company_Code,COMPANY_CODE_DESCRIPTION,8,-1,,1,,,,,,
Item,Item,BUSINESS_AREA_ID,0,-1,,,,,,,,
Item,Item,BUSINESS_AREA_ID,1,-1,,,,,,,,
Item,Item,BUSINESS_AREA_ID,2,-1,,,,,,,,
Item,Item,BUSINESS_AREA_ID,3,-1,,,,,,,,
Item,Item,BUSINESS_AREA_ID,4,-1,,,,,,,,
Item,Item,BUSINESS_AREA_ID,5,-1,,,,,,,,
Item,Item,BUSINESS_AREA_ID,6,-1,,,,,,,,
Item,Item,BUSINESS_AREA_ID,7,-1,,,,,,,,
Item,Item,BUSINESS_AREA_ID,8,-1,,,,,,,,
Item,Business_Area,BUSINESS_AREA_ID,0,-1,,,,,,,,
Item,Business_Area,BUSINESS_AREA_ID,1,-1,,,,,,,,
Item,Business_Area,BUSINESS_AREA_ID,2,-1,,,,,,,,
Item,Business_Area,BUSINESS_AREA_ID,3,-1,,,,,,,,
Item,Business_Area,BUSINESS_AREA_ID,4,-1,,,,,,,,
Item,Business_Area,BUSINESS_AREA_ID,5,-1,,,,,,,,
Item,Business_Area,BUSINESS_AREA_ID,6,-1,,,,,,,,
Item,Business_Area,BUSINESS_AREA_ID,7,-1,,,,,,,,
Item,Business_Area,BUSINESS_AREA_ID,8,-1,,,,,,,,
Item.Business_Area,Business_Area,BUSINESS_AREA_ID,0,-1,,,,,,,,
Item.Business_Area,Business_Area,BUSINESS_AREA_ID,1,-1,,,,,,,,
Item.Business_Area,Business_Area,BUSINESS_AREA_ID,2,-1,,,,,,,,
Item.Business_Area,Business_Area,BUSINESS_AREA_ID,3,-1,,,,,,,,
Item.Business_Area,Business_Area,BUSINESS_AREA_ID,4,-1,,,,,,,,
Item.Business_Area,Business_Area,BUSINESS_AREA_ID,5,-1,,,,,,,,
Item.Business_Area,Business_Area,BUSINESS_AREA_ID,6,-1,,,,,,,,
Item.Business_Area,Business_Area,BUSINESS_AREA_ID,7,-1,,,,,,,,
Item.Business_Area,Business_Area,BUSINESS_AREA_ID,8,-1,,,,,,,,
Item.Business_Area,Business_Area,BUSINESS_AREA_DESCRIPTION,0,-1,,1,,,,,,
Item.Business_Area,Business_Area,BUSINESS_AREA_DESCRIPTION,1,-1,,1,,,,,,
Item.Business_Area,Business_Area,BUSINESS_AREA_DESCRIPTION,2,-1,,1,,,,,,
Item.Business_Area,Business_Area,BUSINESS_AREA_DESCRIPTION,3,-1,,1,,,,,,
Item.Business_Area,Business_Area,BUSINESS_AREA_DESCRIPTION,4,-1,,1,,,,,,
Item.Business_Area,Business_Area,BUSINESS_AREA_DESCRIPTION,5,-1,,1,,,,,,
Item.Business_Area,Business_Area,BUSINESS_AREA_DESCRIPTION,6,-1,,1,,,,,,
Item.Business_Area,Business_Area,BUSINESS_AREA_DESCRIPTION,7,-1,,1,,,,,,
Item.Business_Area,Business_Area,BUSINESS_AREA_DESCRIPTION,8,-1,,1,,,,,,
Item,Item,PROFIT_CENTER_ID,0,-1,,,,,,,,
Item,Item,PROFIT_CENTER_ID,1,-1,,,,,,,,
Item,Item,PROFIT_CENTER_ID,2,-1,,,,,,,,
Item,Item,PROFIT_CENTER_ID,3,-1,,,,,,,,
Item,Item,PROFIT_CENTER_ID,4,-1,,,,,,,,
Item,Item,PROFIT_CENTER_ID,5,-1,,,,,,,,
Item,Item,PROFIT_CENTER_ID,6,-1,,,,,,,,
Item,Item,PROFIT_CENTER_ID,7,-1,,,,,,,,
Item,Item,PROFIT_CENTER_ID,8,-1,,,,,,,,
Item.Profit_Center,Profit_Center,PROFIT_CENTER_ID,0,-1,,,,,,,,
Item.Profit_Center,Profit_Center,PROFIT_CENTER_ID,1,-1,,,,,,,,
Item.Profit_Center,Profit_Center,PROFIT_CENTER_ID,2,-1,,,,,,,,
Item.Profit_Center,Profit_Center,PROFIT_CENTER_ID,3,-1,,,,,,,,
Item.Profit_Center,Profit_Center,PROFIT_CENTER_ID,4,-1,,,,,,,,
Item.Profit_Center,Profit_Center,PROFIT_CENTER_ID,5,-1,,,,,,,,
Item.Profit_Center,Profit_Center,PROFIT_CENTER_ID,6,-1,,,,,,,,
Item.Profit_Center,Profit_Center,PROFIT_CENTER_ID,7,-1,,,,,,,,
Item.Profit_Center,Profit_Center,PROFIT_CENTER_ID,8,-1,,,,,,,,
Item.Profit_Center,Profit_Center,PROFIT_CENTER_DESCRIPTION,0,-1,,1,,,,,,
Item.Profit_Center,Profit_Center,PROFIT_CENTER_DESCRIPTION,1,-1,,1,,,,,,
Item.Profit_Center,Profit_Center,PROFIT_CENTER_DESCRIPTION,2,-1,,1,,,,,,
Item.Profit_Center,Profit_Center,PROFIT_CENTER_DESCRIPTION,3,-1,,1,,,,,,
Item.Profit_Center,Profit_Center,PROFIT_CENTER_DESCRIPTION,4,-1,,1,,,,,,
Item.Profit_Center,Profit_Center,PROFIT_CENTER_DESCRIPTION,5,-1,,1,,,,,,
Item.Profit_Center,Profit_Center,PROFIT_CENTER_DESCRIPTION,6,-1,,1,,,,,,
Item.Profit_Center,Profit_Center,PROFIT_CENTER_DESCRIPTION,7,-1,,1,,,,,,
Item.Profit_Center,Profit_Center,PROFIT_CENTER_DESCRIPTION,8,-1,,1,,,,,,
Item,Item,VENDOR_ID,1,-1,,,,,,,,
Item,Item,VENDOR_ID,2,-1,,,,,,,,
Item,Item,VENDOR_ID,4,-1,,,,,,,,
Item,Item,VENDOR_ID,6,-1,,,,,,,,
Item,Item,VENDOR_ID,8,-1,,,,,,,,
Item.Vendor,Vendor,VENDOR_ID,1,-1,,,,,,,,
Item.Vendor,Vendor,VENDOR_ID,2,-1,,,,,,,,
Item.Vendor,Vendor,VENDOR_ID,4,-1,,,,,,,,
Item.Vendor,Vendor,VENDOR_ID,6,-1,,,,,,,,
Item.Vendor,Vendor,VENDOR_ID,8,-1,,,,,,,,
Item.Vendor,Vendor,VENDOR_NAME,1,-1,,1,,,,,,
Item.Vendor,Vendor,VENDOR_NAME,2,-1,,1,,,,,,
Item.Vendor,Vendor,VENDOR_NAME,4,-1,,1,,,,,,
Item.Vendor,Vendor,VENDOR_NAME,6,-1,,1,,,,,,
Item.Vendor,Vendor,VENDOR_NAME,8,-1,,1,,,,,,
Item,Item,QUANTITY,1,-1,1,,,1,,,,
Item,Item,QUANTITY,2,-1,1,,,1,,,,
Item,Item,QUANTITY,3,-1,1,,,1,,,,
Item,Item,QUANTITY,4,-1,1,,,1,,,,
Item,Item,QUANTITY,5,-1,1,,,1,,,,
Item,Item,QUANTITY,6,-1,1,,,1,,,,
Item,Item,QUANTITY,7,-1,1,,,1,,,,
Item,Item,QUANTITY,8,-1,1,,,1,,,,
Item,Item,QUANTITY,10,-1,1,,,1,,,,
Item,Item,QUANTITY_UOM_ID,1,-1,1,,,PC,,,,
Item,Item,QUANTITY_UOM_ID,2,-1,1,,,PC,,,,
Item,Item,QUANTITY_UOM_ID,3,-1,1,,,MIN,,,,
Item,Item,QUANTITY_UOM_ID,4,-1,1,,,PC,,,,
Item,Item,QUANTITY_UOM_ID,5,-1,1,,,PC,,,,
Item,Item,QUANTITY_UOM_ID,6,-1,1,,,PC,,,,
Item,Item,QUANTITY_UOM_ID,7,-1,1,,,PC,,,,
Item,Item,QUANTITY_UOM_ID,8,-1,1,,,PC,,,,
Item,Item,QUANTITY_UOM_ID,10,-1,,1,,PC,,,,
Item,Item,TOTAL_QUANTITY,0,-1,1,,,1,,,,
Item,Item,TOTAL_QUANTITY,1,-1,,1,,,,,,
Item,Item,TOTAL_QUANTITY,2,-1,,1,,,,,,
Item,Item,TOTAL_QUANTITY,3,-1,,1,,,,,,
Item,Item,TOTAL_QUANTITY,4,-1,,1,,,,,,
Item,Item,TOTAL_QUANTITY,5,-1,,1,,,,,,
Item,Item,TOTAL_QUANTITY,6,-1,,1,,,,,,
Item,Item,TOTAL_QUANTITY,7,-1,,1,,,,,,
Item,Item,TOTAL_QUANTITY,8,-1,,1,,,,,,
Item,Item,TOTAL_QUANTITY,10,-1,,1,,,,,,
Item,Item,TOTAL_QUANTITY_UOM_ID,0,-1,1,,,PC,,,,
Item,Item,TOTAL_QUANTITY_UOM_ID,1,-1,,1,,,,,,
Item,Item,TOTAL_QUANTITY_UOM_ID,2,-1,,1,,,,,,
Item,Item,TOTAL_QUANTITY_UOM_ID,3,-1,,1,,,,,,
Item,Item,TOTAL_QUANTITY_UOM_ID,4,-1,,1,,,,,,
Item,Item,TOTAL_QUANTITY_UOM_ID,5,-1,,1,,,,,,
Item,Item,TOTAL_QUANTITY_UOM_ID,6,-1,,1,,,,,,
Item,Item,TOTAL_QUANTITY_UOM_ID,7,-1,,1,,,,,,
Item,Item,TOTAL_QUANTITY_UOM_ID,8,-1,,1,,,,,,
Item,Item,TOTAL_QUANTITY_UOM_ID,10,-1,,1,,,,,,
Item,Item,BASE_QUANTITY,1,-1,1,,,1,,,,
Item,Item,BASE_QUANTITY,2,-1,1,,,1,,,,
Item,Item,BASE_QUANTITY,3,-1,1,,,1,,,,
Item,Item,BASE_QUANTITY,4,-1,1,,,1,,,,
Item,Item,BASE_QUANTITY,5,-1,1,,,1,,,,
Item,Item,BASE_QUANTITY,6,-1,1,,,1,,,,
Item,Item,BASE_QUANTITY,7,-1,1,,,1,,,,
Item,Item,BASE_QUANTITY,8,-1,1,,,1,,,,
Item,Item,BASE_QUANTITY,10,-1,1,,,1,,,,
Item,Item,BASE_QUANTITY_IS_MANUAL,-1,-1,,,,,,,,
Item,Item,QUANTITY_PER_BASE_UNIT,1,-1,,1,,,,,,
Item,Item,QUANTITY_PER_BASE_UNIT,2,-1,,1,,,,,,
Item,Item,QUANTITY_PER_BASE_UNIT,3,-1,,1,,,,,,
Item,Item,QUANTITY_PER_BASE_UNIT,4,-1,,1,,,,,,
Item,Item,QUANTITY_PER_BASE_UNIT,5,-1,,1,,,,,,
Item,Item,QUANTITY_PER_BASE_UNIT,6,-1,,1,,,,,,
Item,Item,QUANTITY_PER_BASE_UNIT,7,-1,,1,,,,,,
Item,Item,QUANTITY_PER_BASE_UNIT,8,-1,,1,,,,,,
Item,Item,QUANTITY_PER_BASE_UNIT,10,-1,,1,,,,,,
Item,Item,QUANTITY_PER_BASE_UNIT_UOM_ID,1,-1,,1,,,,,,
Item,Item,QUANTITY_PER_BASE_UNIT_UOM_ID,2,-1,,1,,,,,,
Item,Item,QUANTITY_PER_BASE_UNIT_UOM_ID,3,-1,,1,,,,,,
Item,Item,QUANTITY_PER_BASE_UNIT_UOM_ID,4,-1,,1,,,,,,
Item,Item,QUANTITY_PER_BASE_UNIT_UOM_ID,5,-1,,1,,,,,,
Item,Item,QUANTITY_PER_BASE_UNIT_UOM_ID,6,-1,,1,,,,,,
Item,Item,QUANTITY_PER_BASE_UNIT_UOM_ID,7,-1,,1,,,,,,
Item,Item,QUANTITY_PER_BASE_UNIT_UOM_ID,8,-1,,1,,,,,,
Item,Item,QUANTITY_PER_BASE_UNIT_UOM_ID,10,-1,,1,,,,,,
Item,Item,TOTAL_QUANTITY_DEPENDS_ON,1,-1,,,,1,,,,
Item,Item,TOTAL_QUANTITY_DEPENDS_ON,2,-1,,,,1,,,,
Item,Item,TOTAL_QUANTITY_DEPENDS_ON,3,-1,,,,1,,,,
Item,Item,TOTAL_QUANTITY_DEPENDS_ON,4,-1,,,,1,,,,
Item,Item,TOTAL_QUANTITY_DEPENDS_ON,5,-1,,,,1,,,,
Item,Item,TOTAL_QUANTITY_DEPENDS_ON,6,-1,,,,1,,,,
Item,Item,TOTAL_QUANTITY_DEPENDS_ON,7,-1,,,,1,,,,
Item,Item,TOTAL_QUANTITY_DEPENDS_ON,8,-1,,,,1,,,,
Item,Item,TOTAL_QUANTITY_DEPENDS_ON,10,-1,,,,1,,,,
Item,Item,TARGET_COST,0,-1,,,,,,,,
Item,Item,TARGET_COST,1,-1,,,,,,,,
Item,Item,TARGET_COST,2,-1,,,,,,,,
Item,Item,TARGET_COST,3,-1,,,,,,,,
Item,Item,TARGET_COST,4,-1,,,,,,,,
Item,Item,TARGET_COST,5,-1,,,,,,,,
Item,Item,TARGET_COST,6,-1,,,,,,,,
Item,Item,TARGET_COST,7,-1,,,,,,,,
Item,Item,TARGET_COST,8,-1,,,,,,,,
Item,Item,TARGET_COST,10,-1,,,,,,,,
Item,Item,TARGET_COST_CURRENCY_ID,0,-1,,,,,,,,
Item,Item,TARGET_COST_CURRENCY_ID,1,-1,,,,,,,,
Item,Item,TARGET_COST_CURRENCY_ID,2,-1,,,,,,,,
Item,Item,TARGET_COST_CURRENCY_ID,3,-1,,,,,,,,
Item,Item,TARGET_COST_CURRENCY_ID,4,-1,,,,,,,,
Item,Item,TARGET_COST_CURRENCY_ID,5,-1,,,,,,,,
Item,Item,TARGET_COST_CURRENCY_ID,6,-1,,,,,,,,
Item,Item,TARGET_COST_CURRENCY_ID,7,-1,,,,,,,,
Item,Item,TARGET_COST_CURRENCY_ID,8,-1,,,,,,,,
Item,Item,TARGET_COST_CURRENCY_ID,10,-1,,,,,,,,
Item,Item,CREATED_ON,0,-1,,1,,,,,,
Item,Item,CREATED_ON,1,-1,,1,,,,,,
Item,Item,CREATED_ON,2,-1,,1,,,,,,
Item,Item,CREATED_ON,3,-1,,1,,,,,,
Item,Item,CREATED_ON,4,-1,,1,,,,,,
Item,Item,CREATED_ON,5,-1,,1,,,,,,
Item,Item,CREATED_ON,6,-1,,1,,,,,,
Item,Item,CREATED_ON,7,-1,,1,,,,,,
Item,Item,CREATED_ON,8,-1,,1,,,,,,
Item,Item,CREATED_ON,9,-1,,1,,,,,,
Item,Item,CREATED_ON,10,-1,,1,,,,,,
Item,Item,CREATED_BY,0,-1,,1,,,,,,
Item,Item,CREATED_BY,1,-1,,1,,,,,,
Item,Item,CREATED_BY,2,-1,,1,,,,,,
Item,Item,CREATED_BY,3,-1,,1,,,,,,
Item,Item,CREATED_BY,4,-1,,1,,,,,,
Item,Item,CREATED_BY,5,-1,,1,,,,,,
Item,Item,CREATED_BY,6,-1,,1,,,,,,
Item,Item,CREATED_BY,7,-1,,1,,,,,,
Item,Item,CREATED_BY,8,-1,,1,,,,,,
Item,Item,CREATED_BY,9,-1,,1,,,,,,
Item,Item,CREATED_BY,10,-1,,1,,,,,,
Item,Item,LAST_MODIFIED_ON,0,-1,,1,,,,,,
Item,Item,LAST_MODIFIED_ON,1,-1,,1,,,,,,
Item,Item,LAST_MODIFIED_ON,2,-1,,1,,,,,,
Item,Item,LAST_MODIFIED_ON,3,-1,,1,,,,,,
Item,Item,LAST_MODIFIED_ON,4,-1,,1,,,,,,
Item,Item,LAST_MODIFIED_ON,5,-1,,1,,,,,,
Item,Item,LAST_MODIFIED_ON,6,-1,,1,,,,,,
Item,Item,LAST_MODIFIED_ON,7,-1,,1,,,,,,
Item,Item,LAST_MODIFIED_ON,8,-1,,1,,,,,,
Item,Item,LAST_MODIFIED_ON,9,-1,,1,,,,,,
Item,Item,LAST_MODIFIED_ON,10,-1,,1,,,,,,
Item,Item,LAST_MODIFIED_BY,0,-1,,1,,,,,,
Item,Item,LAST_MODIFIED_BY,1,-1,,1,,,,,,
Item,Item,LAST_MODIFIED_BY,2,-1,,1,,,,,,
Item,Item,LAST_MODIFIED_BY,3,-1,,1,,,,,,
Item,Item,LAST_MODIFIED_BY,4,-1,,1,,,,,,
Item,Item,LAST_MODIFIED_BY,5,-1,,1,,,,,,
Item,Item,LAST_MODIFIED_BY,6,-1,,1,,,,,,
Item,Item,LAST_MODIFIED_BY,7,-1,,1,,,,,,
Item,Item,LAST_MODIFIED_BY,8,-1,,1,,,,,,
Item,Item,LAST_MODIFIED_BY,9,-1,,1,,,,,,
Item,Item,LAST_MODIFIED_BY,10,-1,,1,,,,,,
Item,Item,PRICE_FOR_TOTAL_QUANTITY,0,-1,,1,,,,,,
Item,Item,PRICE_FOR_TOTAL_QUANTITY,1,-1,,1,,,,,,
Item,Item,PRICE_FOR_TOTAL_QUANTITY,2,-1,,1,,,,,,
Item,Item,PRICE_FOR_TOTAL_QUANTITY,3,-1,,1,,,,,,
Item,Item,PRICE_FOR_TOTAL_QUANTITY,4,-1,,1,,,,,,
Item,Item,PRICE_FOR_TOTAL_QUANTITY,5,-1,,1,,,,,,
Item,Item,PRICE_FOR_TOTAL_QUANTITY,6,-1,,1,,,,,,
Item,Item,PRICE_FOR_TOTAL_QUANTITY,7,-1,,1,,,,,,
Item,Item,PRICE_FOR_TOTAL_QUANTITY,8,-1,,1,,,,,,
Item,Item,PRICE_FOR_TOTAL_QUANTITY,10,-1,,1,,,,,,
Item,Item,PRICE_FOR_TOTAL_QUANTITY_FIXED_PORTION,0,-1,,1,,,,,,
Item,Item,PRICE_FOR_TOTAL_QUANTITY_FIXED_PORTION,1,-1,,1,,,,,,
Item,Item,PRICE_FOR_TOTAL_QUANTITY_FIXED_PORTION,2,-1,,1,,,,,,
Item,Item,PRICE_FOR_TOTAL_QUANTITY_FIXED_PORTION,3,-1,,1,,,,,,
Item,Item,PRICE_FOR_TOTAL_QUANTITY_FIXED_PORTION,4,-1,,1,,,,,,
Item,Item,PRICE_FOR_TOTAL_QUANTITY_FIXED_PORTION,5,-1,,1,,,,,,
Item,Item,PRICE_FOR_TOTAL_QUANTITY_FIXED_PORTION,6,-1,,1,,,,,,
Item,Item,PRICE_FOR_TOTAL_QUANTITY_FIXED_PORTION,7,-1,,1,,,,,,
Item,Item,PRICE_FOR_TOTAL_QUANTITY_FIXED_PORTION,8,-1,,1,,,,,,
Item,Item,PRICE_FOR_TOTAL_QUANTITY_FIXED_PORTION,10,-1,,1,,,,,,
Item,Item,PRICE_FOR_TOTAL_QUANTITY_VARIABLE_PORTION,0,-1,,1,,,,,,
Item,Item,PRICE_FOR_TOTAL_QUANTITY_VARIABLE_PORTION,1,-1,,1,,,,,,
Item,Item,PRICE_FOR_TOTAL_QUANTITY_VARIABLE_PORTION,2,-1,,1,,,,,,
Item,Item,PRICE_FOR_TOTAL_QUANTITY_VARIABLE_PORTION,3,-1,,1,,,,,,
Item,Item,PRICE_FOR_TOTAL_QUANTITY_VARIABLE_PORTION,4,-1,,1,,,,,,
