ITEM_ID,CALCULATION_VERSION_ID,PARENT_ITEM_ID,PREDECESSOR_ITEM_ID,IS_ACTIVE,ITEM_CATEGORY_ID,ACCOUNT_ID,DETERMINED_ACCOUNT_ID,DOCUMENT_TYPE_ID,DOCUMENT_ID,DOCUMENT_VERSION,DOCUMENT_PART,DOCUMENT_STATUS_ID,DESIGN_OFFICE_ID,MATERIAL_ID,MATERIAL_TYPE_ID,MATERIAL_GROUP_ID,OVERHEAD_GROUP_ID,VALUATION_CLASS_ID,ACTIVITY_TYPE_ID,PROCESS_ID,LOT_SIZE,LOT_SIZE_CALCULATED,LOT_SIZE_IS_MANUAL,ENGINEERING_CHANGE_NUMBER_ID,COMPANY_CODE_ID,COST_CENTER_ID,PLANT_ID,WORK_CENTER_ID,BUSINESS_AREA_ID,PROFIT_CENTER_ID,QUANTITY,QUANTITY_CALCULATED,QUANTITY_IS_MANUAL,QUANTITY_UOM_ID,TOTAL_QUANTITY,TOTAL_QUANTITY_UOM_ID,TOTAL_QUANTITY_DEPENDS_ON,IS_RELEVANT_TO_COSTING_IN_ERP,PRICE_FIXED_PORTION,PRICE_FIXED_PORTION_CALCULATED,PRICE_FIXED_PORTION_IS_MANUAL,PRICE_VARIABLE_PORTION,PRICE_VARIABLE_PORTION_CALCULATED,PRICE_VARIABLE_PORTION_IS_MANUAL,PRICE,TRANSACTION_CURRENCY_ID,PRICE_UNIT,PRICE_UNIT_CALCULATED,PRICE_UNIT_IS_MANUAL,PRICE_UNIT_UOM_ID,IS_PRICE_SPLIT_ACTIVE,PRICE_ID,CONFIDENCE_LEVEL_ID,PRICE_SOURCE_ID,VENDOR_ID,TARGET_COST,TARGET_COST_CALCULATED,TARGET_COST_IS_MANUAL,TARGET_COST_CURRENCY_ID,CREATED_ON,CREATED_BY,LAST_MODIFIED_ON,LAST_MODIFIED_BY,PRICE_FOR_TOTAL_QUANTITY,PRICE_FOR_TOTAL_QUANTITY_FIXED_PORTION,PRICE_FOR_TOTAL_QUANTITY_VARIABLE_PORTION,OTHER_COST,OTHER_COST_FIXED_PORTION,OTHER_COST_VARIABLE_PORTION,TOTAL_COST,TOTAL_COST_FIXED_PORTION,TOTAL_COST_VARIABLE_PORTION,HIGHLIGHT_GREEN,HIGHLIGHT_ORANGE,HIGHLIGHT_YELLOW,ITEM_DESCRIPTION,REFERENCED_CALCULATION_VERSION_ID,COMMENT,IS_PHANTOM_MATERIAL,IS_CONFIGURABLE_MATERIAL,MATERIAL_SOURCE,PURCHASING_GROUP,PURCHASING_DOCUMENT,LOCAL_CONTENT,BASE_QUANTITY,BASE_QUANTITY_CALCULATED,BASE_QUANTITY_IS_MANUAL,QUANTITY_PER_BASE_UNIT,QUANTITY_PER_BASE_UNIT_UOM_ID,PRICE_SOURCE_TYPE_ID,IS_DISABLING_PRICE_DETERMINATION,IS_DISABLING_ACCOUNT_DETERMINATION,TOTAL_QUANTITY_OF_VARIANTS,CHILD_ITEM_CATEGORY_ID
4039,1,4028,4040,1,5,,,,,,,,,,,,,,,#BP1,,,1,,#C1,,#PT1,,#BA1,#PC1,0.1,,1,PC,1,PC,1,,0,,1,0,,1,,EUR,1,,0,PC,0,,5,PLC_MANUAL_PRICE,,,,0,,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,,1,0.1,PC,3,0,0,0,5
4040,1,4028,,1,2,#AC11,#AC11,,,,,,,#100-110,#RAW,#MECH,#OG3,#VC3,,,,,1,,#C1,,#PT1,,#BA1,#PC1,1,,1,PC,10,PC,1,0,0,,1,10,,1,,EUR,1,,0,PC,0,,3,PLC_STANDARD_PRICE,#VD1,,,0,,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,100,0,100,0,0,0,110,0,110,,,,,,,0,0,,,,,1,,1,1,PC,1,0,0,0,2
4041,1,3952,4042,1,5,,,,,,,,,,,,,,,#BP2,,,1,,#C1,,#PT1,,#BA1,#PC1,1,,1,PC,1,PC,0,,0,,1,0,,1,,EUR,1,,0,PC,0,,5,PLC_MANUAL_PRICE,,,,0,,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,,1,1,PC,3,0,0,0,5
4042,1,3952,,1,3,#AC22,#AC22,,,,,,,,,,,,#AT2,,,,1,,#C1,#CC1,#PT1,,#BA1,#PC1,10,,1,MIN,100,MIN,1,,60,,1,120,,1,,EUR,1,,0,H,0,,3,PLC_STANDARD_PRICE,,,,0,,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,300,100,200,0,0,0,360,120,240,,,,pick according to pick list (labor),,,,,,,,,1,,1,10,MIN,2,0,0,0,3
5177,2,5176,5196,1,2,#AC12,#AC12,,,,,,,#100-300,#SEM,#MECH,,#VC2,,,,,1,,#C2,,#PT2,,#BA2,#PC2,1,,1,PC,10,PC,1,0,0,10.224,0,0,9.384,0,,EUR,1,1,0,PC,0,,,PLC_CALCULATED_PRICE,#VD3,,,0,,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,196.08,102.24,93.84,0,0,0,215.688,112.464,103.224,,,,,,,0,0,,,,,1,,1,1,PC,4,0,0,0,2
5178,2,5177,5179,1,3,#AC22,#AC22,,,,,,,,,,,,#AT2,,,,1,,#C2,#CC3,#PT2,,#BA2,#PC2,5,,1,MIN,50,MIN,1,,18,,1,36,,1,,EUR,10,,0,H,0,,3,PLC_STANDARD_PRICE,,,,0,,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,4.5,1.5,3,0,0,0,5.4,1.8,3.6,,,,Prüfen und Abliefern an Lager (Personal),,,,,,,,,1,,1,5,MIN,2,0,0,0,3
5179,2,5177,5180,1,3,#AC23,#AC23,,,,,,,,,,,,#AT3,,,,1,,#C2,#CC3,#PT2,,#BA2,#PC2,10,,1,MIN,100,MIN,1,,36,,1,18,,1,,EUR,10,,0,H,0,,3,PLC_STANDARD_PRICE,,,,0,,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,9,6,3,0,0,0,10.8,7.2,3.6,,,,Nut fräsen und Gewinde drehen (Maschine),,,,,,,,,1,,1,10,MIN,2,0,0,0,3
5180,2,5177,5181,1,3,#AC22,#AC22,,,,,,,,,,,,#AT2,,,,1,,#C2,#CC3,#PT2,,#BA2,#PC2,10,,1,MIN,100,MIN,1,,18,,1,36,,1,,EUR,10,,0,H,0,,3,PLC_STANDARD_PRICE,,,,0,,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,9,3,6,0,0,0,10.8,3.6,7.2,,,,Nut fräsen und Gewinde drehen (Personal),,,,,,,,,1,,1,10,MIN,2,0,0,0,3
5181,2,5177,5182,1,3,#AC21,#AC21,,,,,,,,,,,,#AT1,,,,1,,#C2,#CC3,#PT2,,#BA2,#PC2,15,,1,MIN,15,MIN,0,,36,,1,6,,1,,EUR,10,,0,H,0,,3,PLC_STANDARD_PRICE,,,,0,,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,1.05,0.9,0.15,0,0,0,1.26,1.08,0.18,,,,Nut fräsen und Gewinde drehen (Rüsten),,,,,,,,,1,,1,15,MIN,2,0,0,0,3
5182,2,5177,5183,1,3,#AC23,#AC23,,,,,,,,,,,,#AT3,,,,1,,#C2,#CC3,#PT2,,#BA2,#PC2,30,,1,MIN,300,MIN,1,,36,,1,18,,1,,EUR,10,,0,H,0,,3,PLC_STANDARD_PRICE,,,,0,,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,27,18,9,0,0,0,32.4,21.6,10.8,,,,Welle drehen nach Fertigmaß (Maschine),,,,,,,,,1,,1,30,MIN,2,0,0,0,3
5183,2,5177,5184,1,3,#AC22,#AC22,,,,,,,,,,,,#AT2,,,,1,,#C2,#CC3,#PT2,,#BA2,#PC2,30,,1,MIN,300,MIN,1,,18,,1,36,,1,,EUR,10,,0,H,0,,3,PLC_STANDARD_PRICE,,,,0,,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,27,9,18,0,0,0,32.4,10.8,21.6,,,,Welle drehen nach Fertigmaß (Personal),,,,,,,,,1,,1,30,MIN,2,0,0,0,3
5184,2,5177,5185,1,3,#AC21,#AC21,,,,,,,,,,,,#AT1,,,,1,,#C2,#CC3,#PT2,,#BA2,#PC2,10,,1,MIN,10,MIN,0,,36,,1,6,,1,,EUR,10,,0,H,0,,3,PLC_STANDARD_PRICE,,,,0,,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,0.7,0.6,0.1,0,0,0,0.84,0.72,0.12,,,,Welle drehen nach Fertigmaß (Rüsten),,,,,,,,,1,,1,10,MIN,2,0,0,0,3
5185,2,5177,5186,1,3,#AC23,#AC23,,,,,,,,,,,,#AT3,,,,1,,#C2,#CC3,#PT2,,#BA2,#PC2,30,,1,MIN,300,MIN,1,,36,,1,18,,1,,EUR,10,,0,H,0,,3,PLC_STANDARD_PRICE,,,,0,,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,27,18,9,0,0,0,32.4,21.6,10.8,,,,Welle glühen nach Arbeitsanweisung (Maschine),,,,,,,,,1,,1,30,MIN,2,0,0,0,3
5186,2,5177,5187,1,3,#AC22,#AC22,,,,,,,,,,,,#AT2,,,,1,,#C2,#CC3,#PT2,,#BA2,#PC2,10,,1,MIN,100,MIN,1,,18,,1,36,,1,,EUR,10,,0,H,0,,3,PLC_STANDARD_PRICE,,,,0,,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,9,3,6,0,0,0,10.8,3.6,7.2,,,,Welle glühen nach Arbeitsanweisung (Personal),,,,,,,,,1,,1,10,MIN,2,0,0,0,3
5187,2,5177,5188,1,3,#AC21,#AC21,,,,,,,,,,,,#AT1,,,,1,,#C2,#CC3,#PT2,,#BA2,#PC2,20,,1,MIN,20,MIN,0,,36,,1,6,,1,,EUR,10,,0,H,0,,3,PLC_STANDARD_PRICE,,,,0,,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,1.4,1.2,0.2,0,0,0,1.68,1.44,0.24,,,,Welle glühen nach Arbeitsanweisung (Rüsten),,,,,,,,,1,,1,20,MIN,2,0,0,0,3
5188,2,5177,5189,1,3,#AC23,#AC23,,,,,,,,,,,,#AT3,,,,1,,#C2,#CC3,#PT2,,#BA2,#PC2,20,,1,MIN,200,MIN,1,,36,,1,18,,1,,EUR,10,,0,H,0,,3,PLC_STANDARD_PRICE,,,,0,,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,18,12,5.9999999,0,0,0,21.6,14.4,7.1999999,,,,Welle vordrehen nach Arbeitsanweisung (Maschine),,,,,,,,,1,,1,20,MIN,2,0,0,0,3
5189,2,5177,5190,1,3,#AC22,#AC22,,,,,,,,,,,,#AT2,,,,1,,#C2,#CC3,#PT2,,#BA2,#PC2,5,,1,MIN,50,MIN,1,,18,,1,36,,1,,EUR,10,,0,H,0,,3,PLC_STANDARD_PRICE,,,,0,,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,4.5,1.5,3,0,0,0,5.4,1.8,3.6,,,,Welle vordrehen nach Arbeitsanweisung (Personal),,,,,,,,,1,,1,5,MIN,2,0,0,0,3
5190,2,5177,5191,1,3,#AC21,#AC21,,,,,,,,,,,,#AT1,,,,1,,#C2,#CC3,#PT2,,#BA2,#PC2,15,,1,MIN,15,MIN,0,,36,,1,6,,1,,EUR,10,,0,H,0,,3,PLC_STANDARD_PRICE,,,,0,,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,1.05,0.9,0.15,0,0,0,1.26,1.08,0.18,,,,Welle vordrehen nach Arbeitsanweisung (Rüsten),,,,,,,,,1,,1,15,MIN,2,0,0,0,3
5191,2,5177,5192,1,3,#AC23,#AC23,,,,,,,,,,,,#AT3,,,,1,,#C2,#CC3,#PT2,,#BA2,#PC2,10,,1,MIN,100,MIN,1,,36,,1,18,,1,,EUR,10,,0,H,0,,3,PLC_STANDARD_PRICE,,,,0,,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,9,6,3,0,0,0,10.8,7.2,3.6,,,,Rohmaterial zuschneiden (Maschine),,,,,,,,,1,,1,10,MIN,2,0,0,0,3
5192,2,5177,5193,1,3,#AC22,#AC22,,,,,,,,,,,,#AT2,,,,1,,#C2,#CC3,#PT2,,#BA2,#PC2,10,,1,MIN,100,MIN,1,,18,,1,36,,1,,EUR,10,,0,H,0,,3,PLC_STANDARD_PRICE,,,,0,,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,9,3,6,0,0,0,10.8,3.6,7.2,,,,Rohmaterial zuschneiden (Personal),,,,,,,,,1,,1,10,MIN,2,0,0,0,3
5193,2,5177,5194,1,3,#AC21,#AC21,,,,,,,,,,,,#AT1,,,,1,,#C2,#CC3,#PT2,,#BA2,#PC2,10,,1,MIN,10,MIN,0,,36,,1,6,,1,,EUR,10,,0,H,0,,3,PLC_STANDARD_PRICE,,,,0,,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,0.7,0.6,0.1,0,0,0,0.84,0.72,0.12,,,,Rohmaterial zuschneiden (Rüsten),,,,,,,,,1,,1,10,MIN,2,0,0,0,3
5194,2,5177,5195,1,5,,,,,,,,,,,,,,,#BP1,,,1,,#C2,,#PT2,,#BA2,#PC2,0.1,,1,PC,1,PC,1,,0,,1,0,,1,,EUR,1,,0,PC,0,,5,PLC_MANUAL_PRICE,,,,0,,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,,1,0.1,PC,3,0,0,0,5
5195,2,5177,,1,2,#AC11,#AC11,,,,,,,#100-310,#RAW,#MECH,,#VC3,,,,,1,,#C2,,#PT2,,#BA2,#PC2,1,,1,PC,10,PC,1,0,0,,1,6,,1,,EUR,10,,0,PC,0,,3,PLC_STANDARD_PRICE,#VD1,,,0,,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,6,0,6,0,0,0,6.6,0,6.6,,,,,,,0,0,,,,,1,,1,1,PC,1,0,0,0,2
5196,2,5176,5207,1,2,#AC12,#AC12,,,,,,,#100-200,#SEM,#MECH,#OG2,#VC2,,,,,1,,#C1,,#PT1,,#BA1,#PC1,1,,1,PC,10,PC,1,0,0,84.24,0,0,140.8,0,,EUR,1,1,0,PC,0,,,PLC_CALCULATED_PRICE,,,,0,,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,2250.4,842.4,1408,0,0,0,2250.4,842.4,1408,,,,,,,0,0,,,,,1,,1,1,PC,4,0,0,0,2
5197,2,5196,5198,1,3,#AC22,#AC22,,,,,,,,,,,,#AT2,,,,1,,#C1,#CC1,#PT1,,#BA1,#PC1,10,,1,MIN,100,MIN,1,,60,,1,120,,1,,EUR,1,,0,H,0,,3,PLC_STANDARD_PRICE,,,,0,,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,300,100,200,0,0,0,360,120,240,,,,Prüfen und Abliefern an Lager (Personal),,,,,,,,,1,,1,10,MIN,2,0,0,0,3
5198,2,5196,5199,1,3,#AC23,#AC23,,,,,,,,,,,,#AT3,,,,1,,#C1,#CC1,#PT1,,#BA1,#PC1,3,,1,MIN,30,MIN,1,,120,,1,60,,1,,EUR,1,,0,H,0,,3,PLC_STANDARD_PRICE,,,,0,,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,90,60,30,0,0,0,108,72,36,,,,Laufrad auswuchten (Maschine),,,,,,,,,1,,1,3,MIN,2,0,0,0,3
5199,2,5196,5200,1,3,#AC22,#AC22,,,,,,,,,,,,#AT2,,,,1,,#C1,#CC1,#PT1,,#BA1,#PC1,3,,1,MIN,30,MIN,1,,60,,1,120,,1,,EUR,1,,0,H,0,,3,PLC_STANDARD_PRICE,,,,0,,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,90,30,60,0,0,0,108,36,72,,,,Laufrad auswuchten (Personal),,,,,,,,,1,,1,3,MIN,2,0,0,0,3
5200,2,5196,5201,1,3,#AC21,#AC21,,,,,,,,,,,,#AT1,,,,1,,#C1,#CC1,#PT1,,#BA1,#PC1,3,,1,MIN,3,MIN,0,,120,,1,0,,1,,EUR,1,,0,H,0,,3,PLC_STANDARD_PRICE,,,,0,,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,6,6,0,0,0,0,7.2,7.2,0,,,,Laufrad auswuchten (Rüsten),,,,,,,,,1,,1,3,MIN,2,0,0,0,3
5201,2,5196,5202,1,3,#AC23,#AC23,,,,,,,,,,,,#AT3,,,,1,,#C1,#CC1,#PT1,,#BA1,#PC1,10,,1,MIN,100,MIN,1,,120,,1,60,,1,,EUR,1,,0,H,0,,3,PLC_STANDARD_PRICE,,,,0,,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,300,200,100,0,0,0,360,240,120,,,,Laufrad drehen laut Zeichnung (Maschine),,,,,,,,,1,,1,10,MIN,2,0,0,0,3
5202,2,5196,5203,1,3,#AC22,#AC22,,,,,,,,,,,,#AT2,,,,1,,#C1,#CC1,#PT1,,#BA1,#PC1,10,,1,MIN,100,MIN,1,,60,,1,120,,1,,EUR,1,,0,H,0,,3,PLC_STANDARD_PRICE,,,,0,,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,300,100,200,0,0,0,360,120,240,,,,Laufrad drehen laut Zeichnung (Personal),,,,,,,,,1,,1,10,MIN,2,0,0,0,3
5203,2,5196,5204,1,3,#AC21,#AC21,,,,,,,,,,,,#AT1,,,,1,,#C1,#CC1,#PT1,,#BA1,#PC1,3,,1,MIN,3,MIN,0,,120,,1,0,,1,,EUR,1,,0,H,0,,3,PLC_STANDARD_PRICE,,,,0,,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,6,6,0,0,0,0,7.2,7.2,0,,,,Laufrad aufspannen (Rüsten),,,,,,,,,1,,1,3,MIN,2,0,0,0,3
5204,2,5196,5205,1,3,#AC22,#AC22,,,,,,,,,,,,#AT2,,,,1,,#C1,#CC1,#PT1,,#BA1,#PC1,20,,1,MIN,200,MIN,1,,60,,1,120,,1,,EUR,1,,0,H,0,,3,PLC_STANDARD_PRICE,,,,0,,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,600,200,400,0,0,0,720,240,480,,,,Bereitstellung gemäß Kommissionierliste (Personal),,,,,,,,,1,,1,20,MIN,2,0,0,0,3
5205,2,5196,5206,1,5,,,,,,,,,,,,,,,#BP1,,,1,,#C1,,#PT1,,#BA1,#PC1,0.1,,1,PC,1,PC,1,,0,,1,0,,1,,EUR,1,,0,PC,0,,5,PLC_MANUAL_PRICE,,,,0,,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,,1,0.1,PC,3,0,0,0,5
5206,2,5196,,1,2,#AC11,#AC11,,,,,,,#100-210,#RAW,#MECH,#OG3,#VC3,,,,,1,,#C1,,#PT1,,#BA1,#PC1,1,,1,PC,10,PC,1,0,0,,1,20,,1,,EUR,1,,0,PC,0,,3,PLC_STANDARD_PRICE,#VD1,,,0,,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,200,0,200,0,0,0,220,0,220,,,,,,,0,0,,,,,1,,1,1,PC,1,0,0,0,2
5207,2,5176,5220,1,2,#AC12,#AC12,,,,,,,#100-100,#SEM,#MECH,#OG2,#VC2,,,,,1,,#C1,,#PT1,,#BA1,#PC1,1,,1,PC,10,PC,1,0,0,165.12,0,0,290,0,,EUR,1,1,0,PC,0,,,PLC_CALCULATED_PRICE,,,,0,,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,4551.2,1651.2,2900,0,0,0,4551.2,1651.2,2900,,,,,,,0,0,,,,,1,,1,1,PC,4,0,0,0,2
5208,2,5207,5209,1,3,#AC22,#AC22,,,,,,,,,,,,#AT2,,,,1,,#C1,#CC1,#PT1,,#BA1,#PC1,10,,1,MIN,100,MIN,1,,60,,1,120,,1,,EUR,1,,0,H,0,,3,PLC_STANDARD_PRICE,,,,0,,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,300,100,200,0,0,0,360,120,240,,,,Püfen und Abliefern an Lager (Personal),,,,,,,,,1,,1,10,MIN,2,0,0,0,3
5209,2,5207,5210,1,2,#AC11,#AC11,,,,,,,#100-130,#RAW,#MECH,#OG3,#VC3,,,,,1,,#C1,,#PT1,,#BA1,#PC1,8,,1,PC,80,PC,1,0,0,,1,10,,1,,EUR,1,,0,PC,0,,3,PLC_STANDARD_PRICE,#VD2,,,0,,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,800,0,800,0,0,0,880,0,880,,,,,,,0,0,,,,,1,,1,8,PC,1,0,0,0,2
5210,2,5207,5211,1,3,#AC22,#AC22,,,,,,,,,,,,#AT2,,,,1,,#C1,#CC1,#PT1,,#BA1,#PC1,5,,1,MIN,50,MIN,1,,60,,1,120,,1,,EUR,1,,0,H,0,,3,PLC_STANDARD_PRICE,,,,0,,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,150,50,100,0,0,0,180,60,120,,,,Flachdichtung einsetzen (Personal),,,,,,,,,1,,1,5,MIN,2,0,0,0,3
5211,2,5207,5212,1,2,#AC11,#AC11,,,,,,,#100-120,#RAW,#MECH,#OG3,#VC3,,,,,1,,#C1,,#PT1,,#BA1,#PC1,1,,1,PC,10,PC,1,0,0,,1,10,,1,,EUR,1,,0,PC,0,,3,PLC_STANDARD_PRICE,#VD2,,,0,,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,100,0,100,0,0,0,110,0,110,,,,,,,0,0,,,,,1,,1,1,PC,1,0,0,0,2
5212,2,5207,5213,1,3,#AC23,#AC23,,,,,,,,,,,,#AT3,,,,1,,#C1,#CC1,#PT1,,#BA1,#PC1,10,,1,MIN,100,MIN,1,,120,,1,60,,1,,EUR,1,,0,H,0,,3,PLC_STANDARD_PRICE,,,,0,,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,300,200,100,0,0,0,360,240,120,,,,Öffnungen bohren (Maschine),,,,,,,,,1,,1,10,MIN,2,0,0,0,3
5213,2,5207,5214,1,3,#AC22,#AC22,,,,,,,,,,,,#AT2,,,,1,,#C1,#CC1,#PT1,,#BA1,#PC1,10,,1,MIN,100,MIN,1,,60,,1,120,,1,,EUR,1,,0,H,0,,3,PLC_STANDARD_PRICE,,,,0,,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,300,100,200,0,0,0,360,120,240,,,,Öffnungen bohren (Personal),,,,,,,,,1,,1,10,MIN,2,0,0,0,3
5214,2,5207,5215,1,3,#AC21,#AC21,,,,,,,,,,,,#AT1,,,,1,,#C1,#CC1,#PT1,,#BA1,#PC1,3,,1,MIN,3,MIN,0,,120,,1,0,,1,,EUR,1,,0,H,0,,3,PLC_STANDARD_PRICE,,,,0,,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,6,6,0,0,0,0,7.2,7.2,0,,,,Öffnungen bohren (Rüsten),,,,,,,,,1,,1,3,MIN,2,0,0,0,3
5215,2,5207,5216,1,3,#AC23,#AC23,,,,,,,,,,,,#AT3,,,,1,,#C1,#CC1,#PT1,,#BA1,#PC1,30,,1,MIN,300,MIN,1,,120,,1,60,,1,,EUR,1,,0,H,0,,3,PLC_STANDARD_PRICE,,,,0,,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,900,600,300,0,0,0,1080,720,360,,,,Gehäuse drehen laut Zeichnung (Maschine),,,,,,,,,1,,1,30,MIN,2,0,0,0,3
5216,2,5207,5217,1,3,#AC22,#AC22,,,,,,,,,,,,#AT2,,,,1,,#C1,#CC1,#PT1,,#BA1,#PC1,30,,1,MIN,300,MIN,1,,60,,1,120,,1,,EUR,1,,0,H,0,,3,PLC_STANDARD_PRICE,,,,0,,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,900,300,600,0,0,0,1080,360,720,,,,Gehäuse drehen laut Zeichnung (Personal),,,,,,,,,1,,1,30,MIN,2,0,0,0,3
5218,2,5207,5219,1,5,,,,,,,,,,,,,,,#BP1,,,1,,#C1,,#PT1,,#BA1,#PC1,0.1,,1,PC,1,PC,1,,0,,1,0,,1,,EUR,1,,0,PC,0,,5,PLC_MANUAL_PRICE,,,,0,,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,,1,0.1,PC,3,0,0,0,5
5219,2,5207,,1,2,#AC11,#AC11,,,,,,,#100-110,#RAW,#MECH,#OG3,#VC3,,,,,1,,#C1,,#PT1,,#BA1,#PC1,1,,1,PC,10,PC,1,0,0,,1,10,,1,,EUR,1,,0,PC,0,,3,PLC_STANDARD_PRICE,#VD1,,,0,,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,100,0,100,0,0,0,110,0,110,,,,,,,0,0,,,,,1,,1,1,PC,1,0,0,0,2
5220,2,5176,5221,1,5,,,,,,,,,,,,,,,#BP2,,,1,,#C1,,#PT1,,#BA1,#PC1,1,,1,PC,1,PC,0,,0,,1,0,,1,,EUR,1,,0,PC,0,,5,PLC_MANUAL_PRICE,,,,0,,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,,1,1,PC,3,0,0,0,5
5221,2,5176,,1,3,#AC22,#AC22,,,,,,,,,,,,#AT2,,,,1,,#C1,#CC1,#PT1,,#BA1,#PC1,10,,1,MIN,100,MIN,1,,60,,1,120,,1,,EUR,1,,0,H,0,,3,PLC_STANDARD_PRICE,,,,0,,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,300,100,200,0,0,0,360,120,240,,,,Bereitstellung gemäß Kommissionierliste (Personal),,,0,,,,,,1,,1,10,MIN,2,0,0,0,3
