ITEM_ID,CALCULATION_VERSION_ID,COSTING_SHEET_ROW_ID,COSTING_SHEET_OVERHEAD_ROW_ID,ACCOUNT_ID,IS_ROLLED_UP_VALUE,HAS_SUBITEMS,COST,COST_FIXED_PORTION,COST_VARIABLE_PORTION,COST2,COST2_FIXED_PORTION,COST2_VARIABLE_PORTION,COST3,COST3_FIXED_PORTION,COST3_VARIABLE_PORTION
4000,1,DPC,-1,#AC23,0,0,9.0000000,6.0000000,3.0000000,0,0,0,0,0,0
5204,2,COGS,-1,#AC32,0,0,120.0000000,40.0000000,80.0000000,0,0,0,0,0,0
5184,2,DPC,-1,#AC21,0,0,0.7000000,0.6000000,0.1000000,0,0,0,0,0,0
4025,1,COGS,-1,#AC32,0,0,120.0000000,40.0000000,80.0000000,0,0,0,0,0,0
23,5,PC,-1,#AC32,0,0,180.0000000,60.0000000,120.0000000,0,0,0,0,0,0
4000,1,POC,13,#AC32,0,0,1.8000000,1.2000000,0.6000000,0,0,0,0,0,0
5204,2,COGS,-1,#AC33,0,0,72.0000000,24.0000000,48.0000000,0,0,0,0,0,0
5184,2,POC,13,#AC32,0,0,0.1400000,0.1200000,0.0200000,0,0,0,0,0,0
4025,1,COGS,-1,#AC33,0,0,72.0000000,24.0000000,48.0000000,0,0,0,0,0,0
4000,1,COGM,-1,#AC23,0,0,9.0000000,6.0000000,3.0000000,0,0,0,0,0,0
23,5,COGM,-1,#AC22,0,0,900.0000000,300.0000000,600.0000000,0,0,0,0,0,0
5206,2,DMC,-1,#AC11,0,0,200.0000000,0.0000000,200.0000000,0,0,0,0,0,0
5184,2,COGM,-1,#AC21,0,0,0.7000000,0.6000000,0.1000000,0,0,0,0,0,0
4027,1,DMC,-1,#AC11,0,0,200.0000000,0.0000000,200.0000000,0,0,0,0,0,0
4000,1,COGM,-1,#AC32,0,0,1.8000000,1.2000000,0.6000000,0,0,0,0,0,0
23,5,COGM,-1,#AC32,0,0,180.0000000,60.0000000,120.0000000,0,0,0,0,0,0
5206,2,MOC,6,#AC31,0,0,20.0000000,0.0000000,20.0000000,0,0,0,0,0,0
5184,2,COGM,-1,#AC32,0,0,0.1400000,0.1200000,0.0200000,0,0,0,0,0,0
4027,1,MOC,6,#AC31,0,0,20.0000000,0.0000000,20.0000000,0,0,0,0,0,0
4000,1,SAO,14,#AC33,0,0,1.0800000,0.7200000,0.3600000,0,0,0,0,0,0
5206,2,COGM,-1,#AC11,0,0,200.0000000,0.0000000,200.0000000,0,0,0,0,0,0
24,5,DPC,-1,#AC23,0,0,900.0000000,600.0000000,300.0000000,0,0,0,0,0,0
5184,2,SAO,14,#AC33,0,0,0.0840000,0.0720000,0.0120000,0,0,0,0,0,0
4027,1,COGM,-1,#AC11,0,0,200.0000000,0.0000000,200.0000000,0,0,0,0,0,0
4000,1,COGS,-1,#AC23,0,0,9.0000000,6.0000000,3.0000000,0,0,0,0,0,0
5206,2,COGM,-1,#AC31,0,0,20.0000000,0.0000000,20.0000000,0,0,0,0,0,0
24,5,POC,57,#AC32,0,0,180.0000000,120.0000000,60.0000000,0,0,0,0,0,0
5184,2,COGS,-1,#AC21,0,0,0.7000000,0.6000000,0.1000000,0,0,0,0,0,0
4027,1,COGM,-1,#AC31,0,0,20.0000000,0.0000000,20.0000000,0,0,0,0,0,0
5206,2,SAO,14,#AC33,0,0,22.0000000,0.0000000,22.0000000,0,0,0,0,0,0
4000,1,COGS,-1,#AC32,0,0,1.8000000,1.2000000,0.6000000,0,0,0,0,0,0
24,5,PC,-1,#AC23,0,0,900.0000000,600.0000000,300.0000000,0,0,0,0,0,0
5184,2,COGS,-1,#AC32,0,0,0.1400000,0.1200000,0.0200000,0,0,0,0,0,0
4027,1,SAO,14,#AC33,0,0,22.0000000,0.0000000,22.0000000,0,0,0,0,0,0
5206,2,COGS,-1,#AC11,0,0,200.0000000,0.0000000,200.0000000,0,0,0,0,0,0
24,5,PC,-1,#AC32,0,0,180.0000000,120.0000000,60.0000000,0,0,0,0,0,0
4000,1,COGS,-1,#AC33,0,0,1.0800000,0.7200000,0.3600000,0,0,0,0,0,0
5184,2,COGS,-1,#AC33,0,0,0.0840000,0.0720000,0.0120000,0,0,0,0,0,0
5206,2,COGS,-1,#AC31,0,0,20.0000000,0.0000000,20.0000000,0,0,0,0,0,0
4027,1,COGS,-1,#AC11,0,0,200.0000000,0.0000000,200.0000000,0,0,0,0,0,0
4001,1,DPC,-1,#AC22,0,0,9.0000000,3.0000000,6.0000000,0,0,0,0,0,0
24,5,COGM,-1,#AC23,0,0,900.0000000,600.0000000,300.0000000,0,0,0,0,0,0
5206,2,COGS,-1,#AC33,0,0,22.0000000,0.0000000,22.0000000,0,0,0,0,0,0
5185,2,DPC,-1,#AC23,0,0,27.0000000,18.0000000,9.0000000,0,0,0,0,0,0
4027,1,COGS,-1,#AC31,0,0,20.0000000,0.0000000,20.0000000,0,0,0,0,0,0
4001,1,POC,13,#AC32,0,0,1.8000000,0.6000000,1.2000000,0,0,0,0,0,0
24,5,COGM,-1,#AC32,0,0,180.0000000,120.0000000,60.0000000,0,0,0,0,0,0
5207,2,DMC,-1,#AC12,0,1,4551.2000000,1651.2000000,2900.0000000,0,0,0,0,0,0
5185,2,POC,13,#AC32,0,0,5.4000000,3.6000000,1.8000000,0,0,0,0,0,0
4027,1,COGS,-1,#AC33,0,0,22.0000000,0.0000000,22.0000000,0,0,0,0,0,0
4001,1,COGM,-1,#AC22,0,0,9.0000000,3.0000000,6.0000000,0,0,0,0,0,0
5207,2,DMC,-1,"",1,1,1000.0000000,0.0000000,1000.0000000,0,0,0,0,0,0
25,5,DPC,-1,#AC22,0,0,0.4500000,0.1500000,0.3000000,0,0,0,0,0,0
5185,2,COGM,-1,#AC23,0,0,27.0000000,18.0000000,9.0000000,0,0,0,0,0,0
4001,1,COGM,-1,#AC32,0,0,1.8000000,0.6000000,1.2000000,0,0,0,0,0,0
4028,1,DMC,-1,#AC12,0,1,4551.2000000,1651.2000000,2900.0000000,0,0,0,0,0,0
5207,2,MOC,-1,"",1,1,100.0000000,0.0000000,100.0000000,0,0,0,0,0,0
25,5,POC,57,#AC32,0,0,0.0900000,0.0300000,0.0600000,0,0,0,0,0,0
4001,1,SAO,14,#AC33,0,0,1.0800000,0.3600000,0.7200000,0,0,0,0,0,0
5185,2,COGM,-1,#AC32,0,0,5.4000000,3.6000000,1.8000000,0,0,0,0,0,0
5207,2,DPC,-1,"",1,1,2876.0000000,1376.0000000,1500.0000000,0,0,0,0,0,0
4028,1,DMC,-1,"",1,1,1000.0000000,0.0000000,1000.0000000,0,0,0,0,0,0
25,5,PC,-1,#AC22,0,0,0.4500000,0.1500000,0.3000000,0,0,0,0,0,0
4001,1,COGS,-1,#AC22,0,0,9.0000000,3.0000000,6.0000000,0,0,0,0,0,0
5207,2,POC,-1,"",1,1,575.2000000,275.2000000,300.0000000,0,0,0,0,0,0
5185,2,SAO,14,#AC33,0,0,3.2400000,2.1600000,1.0800000,0,0,0,0,0,0
4028,1,MOC,-1,"",1,1,100.0000000,0.0000000,100.0000000,0,0,0,0,0,0
25,5,PC,-1,#AC32,0,0,0.0900000,0.0300000,0.0600000,0,0,0,0,0,0
5207,2,COGM,-1,#AC12,0,1,4551.2000000,1651.2000000,2900.0000000,0,0,0,0,0,0
4001,1,COGS,-1,#AC32,0,0,1.8000000,0.6000000,1.2000000,0,0,0,0,0,0
5185,2,COGS,-1,#AC23,0,0,27.0000000,18.0000000,9.0000000,0,0,0,0,0,0
4028,1,DPC,-1,"",1,1,2876.0000000,1376.0000000,1500.0000000,0,0,0,0,0,0
5207,2,COGM,-1,"",1,1,4551.2000000,1651.2000000,2900.0000000,0,0,0,0,0,0
25,5,COGM,-1,#AC22,0,0,0.4500000,0.1500000,0.3000000,0,0,0,0,0,0
4028,1,POC,-1,"",1,1,575.2000000,275.2000000,300.0000000,0,0,0,0,0,0
5185,2,COGS,-1,#AC32,0,0,5.4000000,3.6000000,1.8000000,0,0,0,0,0,0
4001,1,COGS,-1,#AC33,0,0,1.0800000,0.3600000,0.7200000,0,0,0,0,0,0
5207,2,SAO,14,#AC33,0,1,455.1200000,165.1200000,290.0000000,0,0,0,0,0,0
25,5,COGM,-1,#AC32,0,0,0.0900000,0.0300000,0.0600000,0,0,0,0,0,0
5185,2,COGS,-1,#AC33,0,0,3.2400000,2.1600000,1.0800000,0,0,0,0,0,0
4028,1,COGM,-1,#AC12,0,1,4551.2000000,1651.2000000,2900.0000000,0,0,0,0,0,0
5207,2,SAO,-1,"",1,1,455.1200000,165.1200000,290.0000000,0,0,0,0,0,0
4029,3,DPC,-1,#AC22,0,0,300.0000000,100.0000000,200.0000000,0,0,0,0,0,0
5186,2,DPC,-1,#AC22,0,0,9.0000000,3.0000000,6.0000000,0,0,0,0,0,0
4002,1,DPC,-1,#AC21,0,0,1.0500000,0.9000000,0.1500000,0,0,0,0,0,0
4028,1,COGM,-1,"",1,1,4551.2000000,1651.2000000,2900.0000000,0,0,0,0,0,0
5207,2,COGS,-1,#AC12,0,1,4551.2000000,1651.2000000,2900.0000000,0,0,0,0,0,0
4029,3,POC,57,#AC32,0,0,60.0000000,20.0000000,40.0000000,0,0,0,0,0,0
5186,2,POC,13,#AC32,0,0,1.8000000,0.6000000,1.2000000,0,0,0,0,0,0
5207,2,COGS,-1,#AC33,0,1,455.1200000,165.1200000,290.0000000,0,0,0,0,0,0
4028,1,SAO,14,#AC33,0,1,455.1200000,165.1200000,290.0000000,0,0,0,0,0,0
5186,2,COGM,-1,#AC22,0,0,9.0000000,3.0000000,6.0000000,0,0,0,0,0,0
4002,1,POC,13,#AC32,0,0,0.2100000,0.1800000,0.0300000,0,0,0,0,0,0
4029,3,PC,-1,#AC22,0,0,300.0000000,100.0000000,200.0000000,0,0,0,0,0,0
5207,2,COGS,-1,"",1,1,5006.3200000,1816.3200000,3190.0000000,0,0,0,0,0,0
4028,1,SAO,-1,"",1,1,455.1200000,165.1200000,290.0000000,0,0,0,0,0,0
5186,2,COGM,-1,#AC32,0,0,1.8000000,0.6000000,1.2000000,0,0,0,0,0,0
4029,3,PC,-1,#AC32,0,0,60.0000000,20.0000000,40.0000000,0,0,0,0,0,0
4002,1,COGM,-1,#AC21,0,0,1.0500000,0.9000000,0.1500000,0,0,0,0,0,0
5208,2,DPC,-1,#AC22,0,0,300.0000000,100.0000000,200.0000000,0,0,0,0,0,0
5186,2,SAO,14,#AC33,0,0,1.0800000,0.3600000,0.7200000,0,0,0,0,0,0
4028,1,COGS,-1,#AC12,0,1,4551.2000000,1651.2000000,2900.0000000,0,0,0,0,0,0
4029,3,COGM,-1,#AC22,0,0,300.0000000,100.0000000,200.0000000,0,0,0,0,0,0
5208,2,POC,13,#AC32,0,0,60.0000000,20.0000000,40.0000000,0,0,0,0,0,0
4002,1,COGM,-1,#AC32,0,0,0.2100000,0.1800000,0.0300000,0,0,0,0,0,0
5186,2,COGS,-1,#AC22,0,0,9.0000000,3.0000000,6.0000000,0,0,0,0,0,0
4029,3,COGM,-1,#AC32,0,0,60.0000000,20.0000000,40.0000000,0,0,0,0,0,0
5208,2,COGM,-1,#AC22,0,0,300.0000000,100.0000000,200.0000000,0,0,0,0,0,0
4028,1,COGS,-1,#AC33,0,1,455.1200000,165.1200000,290.0000000,0,0,0,0,0,0
5208,2,COGM,-1,#AC32,0,0,60.0000000,20.0000000,40.0000000,0,0,0,0,0,0
5186,2,COGS,-1,#AC32,0,0,1.8000000,0.6000000,1.2000000,0,0,0,0,0,0
4030,3,DMC,-1,#AC11,0,0,800.0000000,0.0000000,800.0000000,0,0,0,0,0,0
4028,1,COGS,-1,"",1,1,5006.3200000,1816.3200000,3190.0000000,0,0,0,0,0,0
4002,1,SAO,14,#AC33,0,0,0.1260000,0.1080000,0.0180000,0,0,0,0,0,0
5208,2,SAO,14,#AC33,0,0,36.0000000,12.0000000,24.0000000,0,0,0,0,0,0
5186,2,COGS,-1,#AC33,0,0,1.0800000,0.3600000,0.7200000,0,0,0,0,0,0
4030,3,MOC,55,#AC31,0,0,80.0000000,0.0000000,80.0000000,0,0,0,0,0,0
4029,1,DPC,-1,#AC22,0,0,300.0000000,100.0000000,200.0000000,0,0,0,0,0,0
5208,2,COGS,-1,#AC22,0,0,300.0000000,100.0000000,200.0000000,0,0,0,0,0,0
4002,1,COGS,-1,#AC21,0,0,1.0500000,0.9000000,0.1500000,0,0,0,0,0,0
4030,3,MC,-1,#AC11,0,0,800.0000000,0.0000000,800.0000000,0,0,0,0,0,0
5187,2,DPC,-1,#AC21,0,0,1.4000000,1.2000000,0.2000000,0,0,0,0,0,0
4029,1,POC,13,#AC32,0,0,60.0000000,20.0000000,40.0000000,0,0,0,0,0,0
5208,2,COGS,-1,#AC32,0,0,60.0000000,20.0000000,40.0000000,0,0,0,0,0,0
5187,2,POC,13,#AC32,0,0,0.2800000,0.2400000,0.0400000,0,0,0,0,0,0
4030,3,MC,-1,#AC31,0,0,80.0000000,0.0000000,80.0000000,0,0,0,0,0,0
4029,1,COGM,-1,#AC22,0,0,300.0000000,100.0000000,200.0000000,0,0,0,0,0,0
5208,2,COGS,-1,#AC33,0,0,36.0000000,12.0000000,24.0000000,0,0,0,0,0,0
4002,1,COGS,-1,#AC32,0,0,0.2100000,0.1800000,0.0300000,0,0,0,0,0,0
4030,3,COGM,-1,#AC11,0,0,800.0000000,0.0000000,800.0000000,0,0,0,0,0,0
5187,2,COGM,-1,#AC21,0,0,1.4000000,1.2000000,0.2000000,0,0,0,0,0,0
5209,2,DMC,-1,#AC11,0,0,800.0000000,0.0000000,800.0000000,0,0,0,0,0,0
4029,1,COGM,-1,#AC32,0,0,60.0000000,20.0000000,40.0000000,0,0,0,0,0,0
4030,3,COGM,-1,#AC31,0,0,80.0000000,0.0000000,80.0000000,0,0,0,0,0,0
4002,1,COGS,-1,#AC33,0,0,0.1260000,0.1080000,0.0180000,0,0,0,0,0,0
5187,2,COGM,-1,#AC32,0,0,0.2800000,0.2400000,0.0400000,0,0,0,0,0,0
5209,2,MOC,6,#AC31,0,0,80.0000000,0.0000000,80.0000000,0,0,0,0,0,0
4029,1,SAO,14,#AC33,0,0,36.0000000,12.0000000,24.0000000,0,0,0,0,0,0
4031,3,DPC,-1,#AC22,0,0,150.0000000,50.0000000,100.0000000,0,0,0,0,0,0
5187,2,SAO,14,#AC33,0,0,0.1680000,0.1440000,0.0240000,0,0,0,0,0,0
5209,2,COGM,-1,#AC11,0,0,800.0000000,0.0000000,800.0000000,0,0,0,0,0,0
4003,1,DPC,-1,#AC23,0,0,27.0000000,18.0000000,9.0000000,0,0,0,0,0,0
4029,1,COGS,-1,#AC22,0,0,300.0000000,100.0000000,200.0000000,0,0,0,0,0,0
4031,3,POC,57,#AC32,0,0,30.0000000,10.0000000,20.0000000,0,0,0,0,0,0
5187,2,COGS,-1,#AC21,0,0,1.4000000,1.2000000,0.2000000,0,0,0,0,0,0
5209,2,COGM,-1,#AC31,0,0,80.0000000,0.0000000,80.0000000,0,0,0,0,0,0
4029,1,COGS,-1,#AC32,0,0,60.0000000,20.0000000,40.0000000,0,0,0,0,0,0
5209,2,SAO,14,#AC33,0,0,88.0000000,0.0000000,88.0000000,0,0,0,0,0,0
5187,2,COGS,-1,#AC32,0,0,0.2800000,0.2400000,0.0400000,0,0,0,0,0,0
4003,1,POC,13,#AC32,0,0,5.4000000,3.6000000,1.8000000,0,0,0,0,0,0
4029,1,COGS,-1,#AC33,0,0,36.0000000,12.0000000,24.0000000,0,0,0,0,0,0
5209,2,COGS,-1,#AC11,0,0,800.0000000,0.0000000,800.0000000,0,0,0,0,0,0
5187,2,COGS,-1,#AC33,0,0,0.1680000,0.1440000,0.0240000,0,0,0,0,0,0
5209,2,COGS,-1,#AC31,0,0,80.0000000,0.0000000,80.0000000,0,0,0,0,0,0
4030,1,DMC,-1,#AC11,0,0,800.0000000,0.0000000,800.0000000,0,0,0,0,0,0
4003,1,COGM,-1,#AC23,0,0,27.0000000,18.0000000,9.0000000,0,0,0,0,0,0
5188,2,DPC,-1,#AC23,0,0,18.0000000,12.0000000,5.9999999,0,0,0,0,0,0
5209,2,COGS,-1,#AC33,0,0,88.0000000,0.0000000,88.0000000,0,0,0,0,0,0
4030,1,MOC,6,#AC31,0,0,80.0000000,0.0000000,80.0000000,0,0,0,0,0,0
5188,2,POC,13,#AC32,0,0,3.6000000,2.4000000,1.2000000,0,0,0,0,0,0
5210,2,DPC,-1,#AC22,0,0,150.0000000,50.0000000,100.0000000,0,0,0,0,0,0
4030,1,COGM,-1,#AC11,0,0,800.0000000,0.0000000,800.0000000,0,0,0,0,0,0
4003,1,COGM,-1,#AC32,0,0,5.4000000,3.6000000,1.8000000,0,0,0,0,0,0
5210,2,POC,13,#AC32,0,0,30.0000000,10.0000000,20.0000000,0,0,0,0,0,0
4030,1,COGM,-1,#AC31,0,0,80.0000000,0.0000000,80.0000000,0,0,0,0,0,0
4031,3,PC,-1,#AC22,0,0,150.0000000,50.0000000,100.0000000,0,0,0,0,0,0
4030,1,SAO,14,#AC33,0,0,88.0000000,0.0000000,88.0000000,0,0,0,0,0,0
4003,1,SAO,14,#AC33,0,0,3.2400000,2.1600000,1.0800000,0,0,0,0,0,0
4031,3,PC,-1,#AC32,0,0,30.0000000,10.0000000,20.0000000,0,0,0,0,0,0
5210,2,COGM,-1,#AC22,0,0,150.0000000,50.0000000,100.0000000,0,0,0,0,0,0
5188,2,COGM,-1,#AC23,0,0,18.0000000,12.0000000,5.9999999,0,0,0,0,0,0
4030,1,COGS,-1,#AC11,0,0,800.0000000,0.0000000,800.0000000,0,0,0,0,0,0
4031,3,COGM,-1,#AC22,0,0,150.0000000,50.0000000,100.0000000,0,0,0,0,0,0
4003,1,COGS,-1,#AC23,0,0,27.0000000,18.0000000,9.0000000,0,0,0,0,0,0
5188,2,COGM,-1,#AC32,0,0,3.6000000,2.4000000,1.2000000,0,0,0,0,0,0
5210,2,COGM,-1,#AC32,0,0,30.0000000,10.0000000,20.0000000,0,0,0,0,0,0
4030,1,COGS,-1,#AC31,0,0,80.0000000,0.0000000,80.0000000,0,0,0,0,0,0
5188,2,SAO,14,#AC33,0,0,2.1600000,1.4400000,0.7199999,0,0,0,0,0,0
4030,1,COGS,-1,#AC33,0,0,88.0000000,0.0000000,88.0000000,0,0,0,0,0,0
4031,3,COGM,-1,#AC32,0,0,30.0000000,10.0000000,20.0000000,0,0,0,0,0,0
4003,1,COGS,-1,#AC32,0,0,5.4000000,3.6000000,1.8000000,0,0,0,0,0,0
5210,2,SAO,14,#AC33,0,0,18.0000000,6.0000000,12.0000000,0,0,0,0,0,0
5188,2,COGS,-1,#AC23,0,0,18.0000000,12.0000000,5.9999999,0,0,0,0,0,0
4031,1,DPC,-1,#AC22,0,0,150.0000000,50.0000000,100.0000000,0,0,0,0,0,0
4032,3,DMC,-1,#AC11,0,0,100.0000000,0.0000000,100.0000000,0,0,0,0,0,0
4003,1,COGS,-1,#AC33,0,0,3.2400000,2.1600000,1.0800000,0,0,0,0,0,0
5188,2,COGS,-1,#AC32,0,0,3.6000000,2.4000000,1.2000000,0,0,0,0,0,0
4031,1,POC,13,#AC32,0,0,30.0000000,10.0000000,20.0000000,0,0,0,0,0,0
5210,2,COGS,-1,#AC22,0,0,150.0000000,50.0000000,100.0000000,0,0,0,0,0,0
5188,2,COGS,-1,#AC33,0,0,2.1600000,1.4400000,0.7199999,0,0,0,0,0,0
4031,1,COGM,-1,#AC22,0,0,150.0000000,50.0000000,100.0000000,0,0,0,0,0,0
4032,3,MOC,55,#AC31,0,0,10.0000000,0.0000000,10.0000000,0,0,0,0,0,0
4004,1,DPC,-1,#AC22,0,0,27.0000000,9.0000000,18.0000000,0,0,0,0,0,0
5189,2,DPC,-1,#AC22,0,0,4.5000000,1.5000000,3.0000000,0,0,0,0,0,0
5210,2,COGS,-1,#AC32,0,0,30.0000000,10.0000000,20.0000000,0,0,0,0,0,0
4031,1,COGM,-1,#AC32,0,0,30.0000000,10.0000000,20.0000000,0,0,0,0,0,0
5189,2,POC,13,#AC32,0,0,0.9000000,0.3000000,0.6000000,0,0,0,0,0,0
4032,3,MC,-1,#AC11,0,0,100.0000000,0.0000000,100.0000000,0,0,0,0,0,0
4031,1,SAO,14,#AC33,0,0,18.0000000,6.0000000,12.0000000,0,0,0,0,0,0
4004,1,POC,13,#AC32,0,0,5.4000000,1.8000000,3.6000000,0,0,0,0,0,0
5189,2,COGM,-1,#AC22,0,0,4.5000000,1.5000000,3.0000000,0,0,0,0,0,0
5210,2,COGS,-1,#AC33,0,0,18.0000000,6.0000000,12.0000000,0,0,0,0,0,0
4031,1,COGS,-1,#AC22,0,0,150.0000000,50.0000000,100.0000000,0,0,0,0,0,0
5189,2,COGM,-1,#AC32,0,0,0.9000000,0.3000000,0.6000000,0,0,0,0,0,0
4004,1,COGM,-1,#AC22,0,0,27.0000000,9.0000000,18.0000000,0,0,0,0,0,0
4031,1,COGS,-1,#AC32,0,0,30.0000000,10.0000000,20.0000000,0,0,0,0,0,0
5211,2,DMC,-1,#AC11,0,0,100.0000000,0.0000000,100.0000000,0,0,0,0,0,0
4032,3,MC,-1,#AC31,0,0,10.0000000,0.0000000,10.0000000,0,0,0,0,0,0
5189,2,SAO,14,#AC33,0,0,0.5400000,0.1800000,0.3600000,0,0,0,0,0,0
4031,1,COGS,-1,#AC33,0,0,18.0000000,6.0000000,12.0000000,0,0,0,0,0,0
5189,2,COGS,-1,#AC22,0,0,4.5000000,1.5000000,3.0000000,0,0,0,0,0,0
4004,1,COGM,-1,#AC32,0,0,5.4000000,1.8000000,3.6000000,0,0,0,0,0,0
4032,3,COGM,-1,#AC11,0,0,100.0000000,0.0000000,100.0000000,0,0,0,0,0,0
4032,1,DMC,-1,#AC11,0,0,100.0000000,0.0000000,100.0000000,0,0,0,0,0,0
5189,2,COGS,-1,#AC32,0,0,0.9000000,0.3000000,0.6000000,0,0,0,0,0,0
4032,1,MOC,6,#AC31,0,0,10.0000000,0.0000000,10.0000000,0,0,0,0,0,0
4004,1,SAO,14,#AC33,0,0,3.2400000,1.0800000,2.1600000,0,0,0,0,0,0
5189,2,COGS,-1,#AC33,0,0,0.5400000,0.1800000,0.3600000,0,0,0,0,0,0
4032,3,COGM,-1,#AC31,0,0,10.0000000,0.0000000,10.0000000,0,0,0,0,0,0
4032,1,COGM,-1,#AC11,0,0,100.0000000,0.0000000,100.0000000,0,0,0,0,0,0
5190,2,DPC,-1,#AC21,0,0,1.0500000,0.9000000,0.1500000,0,0,0,0,0,0
4004,1,COGS,-1,#AC22,0,0,27.0000000,9.0000000,18.0000000,0,0,0,0,0,0
4032,1,COGM,-1,#AC31,0,0,10.0000000,0.0000000,10.0000000,0,0,0,0,0,0
5190,2,POC,13,#AC32,0,0,0.2100000,0.1800000,0.0300000,0,0,0,0,0,0
4033,3,DPC,-1,#AC23,0,0,300.0000000,200.0000000,100.0000000,0,0,0,0,0,0
5190,2,COGM,-1,#AC21,0,0,1.0500000,0.9000000,0.1500000,0,0,0,0,0,0
4004,1,COGS,-1,#AC32,0,0,5.4000000,1.8000000,3.6000000,0,0,0,0,0,0
4032,1,SAO,14,#AC33,0,0,11.0000000,0.0000000,11.0000000,0,0,0,0,0,0
5190,2,COGM,-1,#AC32,0,0,0.2100000,0.1800000,0.0300000,0,0,0,0,0,0
4033,3,POC,57,#AC32,0,0,60.0000000,40.0000000,20.0000000,0,0,0,0,0,0
5211,2,MOC,6,#AC31,0,0,10.0000000,0.0000000,10.0000000,0,0,0,0,0,0
4004,1,COGS,-1,#AC33,0,0,3.2400000,1.0800000,2.1600000,0,0,0,0,0,0
5190,2,SAO,14,#AC33,0,0,0.1260000,0.1080000,0.0180000,0,0,0,0,0,0
4032,1,COGS,-1,#AC11,0,0,100.0000000,0.0000000,100.0000000,0,0,0,0,0,0
4033,3,PC,-1,#AC23,0,0,300.0000000,200.0000000,100.0000000,0,0,0,0,0,0
4005,1,DPC,-1,#AC21,0,0,0.7000000,0.6000000,0.1000000,0,0,0,0,0,0
5190,2,COGS,-1,#AC21,0,0,1.0500000,0.9000000,0.1500000,0,0,0,0,0,0
4032,1,COGS,-1,#AC31,0,0,10.0000000,0.0000000,10.0000000,0,0,0,0,0,0
5211,2,COGM,-1,#AC11,0,0,100.0000000,0.0000000,100.0000000,0,0,0,0,0,0
4033,3,PC,-1,#AC32,0,0,60.0000000,40.0000000,20.0000000,0,0,0,0,0,0
5190,2,COGS,-1,#AC32,0,0,0.2100000,0.1800000,0.0300000,0,0,0,0,0,0
4005,1,POC,13,#AC32,0,0,0.1400000,0.1200000,0.0200000,0,0,0,0,0,0
5190,2,COGS,-1,#AC33,0,0,0.1260000,0.1080000,0.0180000,0,0,0,0,0,0
4032,1,COGS,-1,#AC33,0,0,11.0000000,0.0000000,11.0000000,0,0,0,0,0,0
5211,2,COGM,-1,#AC31,0,0,10.0000000,0.0000000,10.0000000,0,0,0,0,0,0
4033,3,COGM,-1,#AC23,0,0,300.0000000,200.0000000,100.0000000,0,0,0,0,0,0
5191,2,DPC,-1,#AC23,0,0,9.0000000,6.0000000,3.0000000,0,0,0,0,0,0
5191,2,POC,13,#AC32,0,0,1.8000000,1.2000000,0.6000000,0,0,0,0,0,0
4033,1,DPC,-1,#AC23,0,0,300.0000000,200.0000000,100.0000000,0,0,0,0,0,0
5211,2,SAO,14,#AC33,0,0,11.0000000,0.0000000,11.0000000,0,0,0,0,0,0
4033,3,COGM,-1,#AC32,0,0,60.0000000,40.0000000,20.0000000,0,0,0,0,0,0
5191,2,COGM,-1,#AC23,0,0,9.0000000,6.0000000,3.0000000,0,0,0,0,0,0
4033,1,POC,13,#AC32,0,0,60.0000000,40.0000000,20.0000000,0,0,0,0,0,0
5211,2,COGS,-1,#AC11,0,0,100.0000000,0.0000000,100.0000000,0,0,0,0,0,0
5191,2,COGM,-1,#AC32,0,0,1.8000000,1.2000000,0.6000000,0,0,0,0,0,0
4034,3,DPC,-1,#AC22,0,0,300.0000000,100.0000000,200.0000000,0,0,0,0,0,0
4033,1,COGM,-1,#AC23,0,0,300.0000000,200.0000000,100.0000000,0,0,0,0,0,0
5191,2,SAO,14,#AC33,0,0,1.0800000,0.7200000,0.3600000,0,0,0,0,0,0
4033,1,COGM,-1,#AC32,0,0,60.0000000,40.0000000,20.0000000,0,0,0,0,0,0
4034,3,POC,57,#AC32,0,0,60.0000000,20.0000000,40.0000000,0,0,0,0,0,0
5211,2,COGS,-1,#AC31,0,0,10.0000000,0.0000000,10.0000000,0,0,0,0,0,0
5191,2,COGS,-1,#AC23,0,0,9.0000000,6.0000000,3.0000000,0,0,0,0,0,0
4033,1,SAO,14,#AC33,0,0,36.0000000,24.0000000,12.0000000,0,0,0,0,0,0
4034,3,PC,-1,#AC22,0,0,300.0000000,100.0000000,200.0000000,0,0,0,0,0,0
5191,2,COGS,-1,#AC32,0,0,1.8000000,1.2000000,0.6000000,0,0,0,0,0,0
4005,1,COGM,-1,#AC21,0,0,0.7000000,0.6000000,0.1000000,0,0,0,0,0,0
5211,2,COGS,-1,#AC33,0,0,11.0000000,0.0000000,11.0000000,0,0,0,0,0,0
4034,3,PC,-1,#AC32,0,0,60.0000000,20.0000000,40.0000000,0,0,0,0,0,0
4033,1,COGS,-1,#AC23,0,0,300.0000000,200.0000000,100.0000000,0,0,0,0,0,0
5191,2,COGS,-1,#AC33,0,0,1.0800000,0.7200000,0.3600000,0,0,0,0,0,0
4034,3,COGM,-1,#AC22,0,0,300.0000000,100.0000000,200.0000000,0,0,0,0,0,0
5192,2,DPC,-1,#AC22,0,0,9.0000000,3.0000000,6.0000000,0,0,0,0,0,0
