PATH,BUSINESS_OBJECT,COLUMN_ID,IS_CUSTOM,ROLLUP_TYPE_ID,SIDE_PANEL_GROUP_ID,DISPLAY_ORDER,TABLE_DISPLAY_ORDER,REF_UOM_CURRENCY_PATH,REF_UOM_CURRENCY_BUSINESS_OBJECT,REF_UOM_CURRENCY_COLUMN_ID,UOM_CURRENCY_FLAG,SEMANTIC_DATA_TYPE,SEMANTIC_DATA_TYPE_ATTRIBUTES,VALIDATION_REGEX_ID,PROPERTY_TYPE,IS_IMMUTABLE_AFTER_SAVE,IS_REQUIRED_IN_MASTERDATA,IS_WILDCARD_ALLOWED,IS_USABLE_IN_FORMULA,RESOURCE_KEY_DISPLAY_NAME,RESOURCE_KEY_DISPLAY_DESCRIPTION,CREATED_ON,CREATED_BY,LAST_MODIFIED_ON,LAST_MODIFIED_BY
Item.Cost_Center,Cost_Center,COST_CENTER_ID,0,0,101,16,,,,,,String,length=10; uppercase=1,MASTERDATA,8,,,,1,XFLD_SidePanel_DisplayName_CostCenter,XTOL_SidePanel_DescriptionName_CostCenter,,,,
Item.Cost_Center,Cost_Center,COST_CENTER_DESCRIPTION,0,0,101,16,,,,,,String,length=250,,3,,,,,,,,,,
Item,Item,ACTIVITY_TYPE_ID,0,0,,,,,,,,String,length=12; uppercase=1,ITEM,,,,,,,,,,,
Item.Activity_Type,Activity_Type,ACTIVITY_TYPE_ID,0,0,101,17,,,,,,String,length=12; uppercase=1,MASTERDATA,8,,,,1,XFLD_SidePanel_DisplayName_ActivityType,XTOL_SidePanel_DescriptionName_ActivityType,,,,
Item.Activity_Type,Activity_Type,ACTIVITY_TYPE_DESCRIPTION,0,0,101,17,,,,,,String,length=250,,3,,,,,,,,,,
Item,Item,PROCESS_ID,0,0,,,,,,,,String,length=12; uppercase=1,ITEM,,,,,,,,,,,
Item.Process,Process,PROCESS_ID,0,0,101,15,,,,,,String,length=12; uppercase=1,MASTERDATA,8,,,,1,XFLD_SidePanel_DisplayName_Process,XTOL_SidePanel_DescriptionName_Process,,,,
Item.Process,Process,PROCESS_DESCRIPTION,0,0,101,15,,,,,,String,length=250,,3,,,,,,,,,,
Item,Item,PLANT_ID,0,0,,,,,,,,String,length=8; uppercase=1,ITEM,,,,,,,,,,,
Item.Plant,Plant,PLANT_ID,0,0,101,19,,,,,,String,length=8; uppercase=1,MASTERDATA,8,,,,1,XFLD_SidePanel_DisplayName_Plant,XTOL_SidePanel_DescriptionName_Plant,,,,
Item.Plant,Plant,PLANT_DESCRIPTION,0,0,101,19,,,,,,String,length=250,,3,,,,,,,,,,
Calculation_Version.Root_Item.Plant,Plant,PLANT_ID,0,0,,,,,,,,String,length=8; uppercase=1,MASTERDATA,,,,,1,XFLD_SidePanel_DisplayName_Plant,XTOL_SidePanel_DescriptionName_Plant,,,,
Item,Item,ACCOUNT_ID,0,0,,,,,,,,String,length=10; uppercase=1,ITEM,,,1,,,,,,,,
Item,Item,DETERMINED_ACCOUNT_ID,0,0,,,,,,,,String,length=10; uppercase=1,ITEM,,,1,,,,,,,,
Item.Account,Account,ACCOUNT_ID,0,0,101,26,,,,,,String,length=10; uppercase=1,MASTERDATA,8,,1,,1,XFLD_SidePanel_DisplayName_Account,XTOL_SidePanel_DescriptionName_Account,,,,
Item.Account,Account,ACCOUNT_DESCRIPTION,0,0,101,26,,,,,,String,length=250,,3,,,,,,,,,,
Calculation_Version.Root_Item.Account,Account,ACCOUNT_ID,0,0,,,,,,,,String,length=10; uppercase=1,MASTERDATA,,,1,,1,XFLD_SidePanel_DisplayName_Account,XTOL_SidePanel_DescriptionName_Account,,,,
Item,Item,MATERIAL_TYPE_ID,0,0,,,,,,,,String,length=4; uppercase=1,ITEM,,,1,,,,,,,,
Item.Material_Type,Material_Type,MATERIAL_TYPE_ID,0,0,110,21,,,,,,String,length=4; uppercase=1,MASTERDATA,8,,1,,1,XFLD_SidePanel_DisplayName_MaterialType,XTOL_SidePanel_DescriptionName_MaterialType,,,,
Item.Material_Type,Material_Type,MATERIAL_TYPE_DESCRIPTION,0,0,110,21,,,,,,String,length=250,,3,,,,,,,,,,
Item,Item,MATERIAL_GROUP_ID,0,0,,,,,,,,String,length=9; uppercase=1,ITEM,,,1,,,,,,,,
Item.Material_Group,Material_Group,MATERIAL_GROUP_ID,0,0,110,22,,,,,,String,length=9; uppercase=1,MASTERDATA,8,,1,,1,XFLD_SidePanel_DisplayName_MaterialGroup,XTOL_SidePanel_DescriptionName_MaterialGroup,,,,
Item.Material_Group,Material_Group,MATERIAL_GROUP_DESCRIPTION,0,0,110,22,,,,,,String,length=250,,3,,,,,,,,,,
Item,Item,OVERHEAD_GROUP_ID,0,0,,,,,,,,String,length=10; uppercase=1,ITEM,,,1,,,,,,,,
Item.Overhead_Group,Overhead_Group,OVERHEAD_GROUP_ID,0,0,110,30,,,,,,String,length=10; uppercase=1,MASTERDATA,8,,1,,1,XFLD_SidePanel_DisplayName_OverheadGroup,XTOL_SidePanel_DescriptionName_OverheadGroup,,,,
Item.Overhead_Group,Overhead_Group,OVERHEAD_GROUP_DESCRIPTION,0,0,110,30,,,,,,String,length=250,,3,,,,,,,,,,
Item,Item,VALUATION_CLASS_ID,0,0,,,,,,,,String,length=4; uppercase=1,ITEM,,,1,,,,,,,,
Item.Valuation_Class,Valuation_Class,VALUATION_CLASS_ID,0,0,110,31,,,,,,String,length=4; uppercase=1,MASTERDATA,8,,1,,1,XFLD_SidePanel_DisplayName_ValuationClass,XTOL_SidePanel_DescriptionName_ValuationClass,,,,
Item.Valuation_Class,Valuation_Class,VALUATION_CLASS_DESCRIPTION,0,0,110,31,,,,,,String,length=250,,3,,,,,,,,,,
Item,Item,ENGINEERING_CHANGE_NUMBER_ID,0,0,101,32,,,,,,String,length=250,,3,,,,1,XFLD_SidePanel_DisplayName_EngineeringChangeNumber,XTOL_SidePanel_DescriptionName_EngineeringChangeNumber,,,,
Calculation_Version.Root_Item,Item,ENGINEERING_CHANGE_NUMBER_ID,0,0,,,,,,,,String,length=250,,3,,,,1,XFLD_SidePanel_DisplayName_EngineeringChangeNumber,XTOL_SidePanel_DescriptionName_EngineeringChangeNumber,,,,
Item,Item,LOT_SIZE,0,0,113,5,,,,,,Decimal,precision=24; scale=7,,2,,,,1,XFLD_SidePanel_DisplayName_CostingLotSize,XTOL_SidePanel_DescriptionName_CostingLotSize,,,,
Item,Item,COMMENT,0,0,101,36,,,,,,String,length=5000,,4,,,,,XFLD_SidePanel_DisplayName_Comment,XTOL_SidePanel_DescriptionName_ItemComment,,,,
Item,Item,COMPANY_CODE_ID,0,0,,,,,,,,String,length=4; uppercase=1,ITEM,,,,,,,,,,,
Item.Company_Code,Company_Code,COMPANY_CODE_ID,0,0,102,1,,,,,,String,length=4; uppercase=1,MASTERDATA,8,,,,1,XFLD_SidePanel_DisplayName_CompanyCode,XTOL_SidePanel_DescriptionName_CompanyCode,,,,
Item.Company_Code,Company_Code,COMPANY_CODE_DESCRIPTION,0,0,102,1,,,,,,String,length=250,,3,,,,,,,,,,
Calculation_Version.Root_Item.Company_Code,Company_Code,COMPANY_CODE_ID,0,0,,,,,,,,String,length=4; uppercase=1,MASTERDATA,,,,,1,XFLD_SidePanel_DisplayName_CompanyCode,XTOL_SidePanel_DescriptionName_CompanyCode,,,,
Item,Item,BUSINESS_AREA_ID,0,0,,,,,,,,String,length=15; uppercase=1,ITEM,,,,,,,,,,,
Item.Business_Area,Business_Area,BUSINESS_AREA_ID,0,0,102,2,,,,,,String,length=15; uppercase=1,MASTERDATA,8,,,,1,XFLD_SidePanel_DisplayName_BusinessArea,XTOL_SidePanel_DescriptionName_BusinessArea,,,,
Item.Business_Area,Business_Area,BUSINESS_AREA_DESCRIPTION,0,0,102,2,,,,,,String,length=250,,3,,,,,,,,,,
Calculation_Version.Root_Item.Business_Area,Business_Area,BUSINESS_AREA_ID,0,0,,,,,,,,String,length=15; uppercase=1,MASTERDATA,,,,,1,XFLD_SidePanel_DisplayName_BusinessArea,XTOL_SidePanel_DescriptionName_BusinessArea,,,,
Item,Item,PROFIT_CENTER_ID,0,0,,,,,,,,String,length=10; uppercase=1,ITEM,,,,,,,,,,,
Item.Profit_Center,Profit_Center,PROFIT_CENTER_ID,0,0,102,3,,,,,,String,length=10; uppercase=1,MASTERDATA,8,,,,1,XFLD_SidePanel_DisplayName_ProfitCenter,XTOL_SidePanel_DescriptionName_ProfitCenter,,,,
Item.Profit_Center,Profit_Center,PROFIT_CENTER_DESCRIPTION,0,0,102,3,,,,,,String,length=250,,3,,,,,,,,,,
Calculation_Version.Root_Item.Profit_Center,Profit_Center,PROFIT_CENTER_ID,0,0,,,,,,,,String,length=10; uppercase=1,MASTERDATA,,,,,1,XFLD_SidePanel_DisplayName_ProfitCenter,XTOL_SidePanel_DescriptionName_ProfitCenter,,,,
Item,Item,VENDOR_ID,0,0,,,,,,,,String,length=10; uppercase=1,ITEM,,,,,,,,,,,
Item.Vendor,Vendor,VENDOR_ID,0,0,102,6,,,,,,String,length=10; uppercase=1,MASTERDATA,8,,,,1,XFLD_SidePanel_DisplayName_Vendor,XTOL_SidePanel_DescriptionName_Vendor,,,,
Item.Vendor,Vendor,VENDOR_NAME,0,0,102,6,,,,,,String,length=100,,3,,,,,XFLD_SidePanel_DisplayName_VendorName,XFLD_SidePanel_DisplayName_VendorName,,,,
Item,Item,QUANTITY,0,0,103,1,,Item,Item,QUANTITY_UOM_ID,,Decimal,precision=24; scale=7,,2,,,,1,XFLD_SidePanel_DisplayName_QuantityForOneAssembly,XTOL_SidePanel_DescriptionName_QuantityForOneAssembly,,,,
Item,Item,QUANTITY_UOM_ID,0,0,,,,,,,1,String,length=3; uppercase=1,ITEM,6,,1,,1,XFLD_SidePanel_DisplayName_QuantityForOneAssemblyUoM,XFLD_SidePanel_DisplayName_QuantityForOneAssemblyUoM,,,,
Item,Item,TOTAL_QUANTITY,0,0,103,2,,Item,Item,TOTAL_QUANTITY_UOM_ID,,Decimal,precision=24; scale=7,,2,,,,1,XFLD_SidePanel_DisplayName_TotalQuantity,XTOL_SidePanel_DescriptionName_TotalQuantity,,,,
Item,Item,TOTAL_QUANTITY_UOM_ID,0,0,,,,,,,1,String,length=3; uppercase=1,ITEM,6,,1,,1,XFLD_SidePanel_DisplayName_TotalQuantityUoM,XFLD_SidePanel_DisplayName_TotalQuantityUoM,,,,
Item,Item,BASE_QUANTITY,0,0,113,1,,,,,,Decimal,precision=24; scale=7,,2,,,,1,XFLD_SidePanel_DisplayName_BaseQuantity,XTOL_SidePanel_DescriptionName_BaseQuantity,,,,
Item,Item,BASE_QUANTITY_IS_MANUAL,0,0,,,,,,,,BooleanInt,,,5,,,,,,,,,,
Item,Item,QUANTITY_PER_BASE_UNIT,0,0,113,2,,Item,Item,QUANTITY_PER_BASE_UNIT_UOM_ID,,Decimal,precision=24; scale=7,,2,,,,1,XFLD_SidePanel_DisplayName_QuantityPerBaseUnit,XTOL_SidePanel_DescriptionName_QuantityPerBaseUnit,,,,
Item,Item,QUANTITY_PER_BASE_UNIT_UOM_ID,0,0,,,,,,,1,String,length=3; uppercase=1,ITEM,6,,1,,1,XFLD_SidePanel_DisplayName_QuantityPerBaseUnitUoM,XFLD_SidePanel_DisplayName_QuantityPerBaseUnitUoM,,,,
Item,Item,TOTAL_QUANTITY_DEPENDS_ON,0,0,113,6,,,,,,Integer,,,18,,,,1,XFLD_SidePanel_DisplayName_TotalQuantityDependsOn,XTOL_SidePanel_DescriptionName_TotalQuantityDependsOn,,,,
Item,Item,TARGET_COST,0,0,105,13,,Item,Item,TARGET_COST_CURRENCY_ID,,Decimal,precision=24; scale=7,,1,,,,1,XFLD_SidePanel_DisplayName_TargetCost,XTOL_SidePanel_DescriptionName_TargetCost,,,,
Item,Item,TARGET_COST_CURRENCY_ID,0,0,,,,,,,1,String,length=3; uppercase=1,ITEM,7,,1,,1,XFLD_SidePanel_DisplayName_TargetCostCurrency,XTOL_SidePanel_DescriptionName_TargetCostCurrency,,,,
Calculation_Version.Root_Item,Item,TARGET_COST,0,0,,,,Calculation_Version.Root_Item,Item,TARGET_COST_CURRENCY_ID,,Decimal,precision=24; scale=7,,,,,,1,XFLD_SidePanel_DisplayName_TargetCost,XTOL_SidePanel_DescriptionName_TargetCost,,,,
Calculation_Version.Root_Item,Item,TARGET_COST_CURRENCY_ID,0,0,,,,,,,1,String,length=3; uppercase=1,ITEM,,,1,,1,XFLD_SidePanel_DisplayName_TargetCostCurrency,XTOL_SidePanel_DescriptionName_TargetCostCurrency,,,,
Item.Calculation_Version,Calculation_Version,REPORT_CURRENCY_ID,0,0,,,,,,,1,String,length=3; uppercase=1,MASTERDATA,7,,1,,,XFLD_SidePanel_DisplayName_ReportCurrency,XTOL_SidePanel_DescriptionName_ReportCurrency,,,,
Item,Item,CREATED_ON,0,0,107,1,,,,,,UTCTimestamp,,,11,,,,,XFLD_SidePanel_DisplayName_CreatedAt,XFLD_SidePanel_DisplayName_CreatedAt,,,,
Item,Item,CREATED_BY,0,0,107,2,,,,,,String,length=256,,3,,,,1,XFLD_SidePanel_DisplayName_CreatedByUser,XFLD_SidePanel_DisplayName_CreatedByUser,,,,
Item,Item,LAST_MODIFIED_ON,0,0,107,3,,,,,,UTCTimestamp,,,11,,,,,XFLD_SidePanel_DisplayName_LastModifiedAt,XFLD_SidePanel_DisplayName_LastModifiedAt,,,,
Item,Item,LAST_MODIFIED_BY,0,0,107,4,,,,,,String,length=256,,3,,,,1,XFLD_SidePanel_DisplayName_LastModifiedByUser,XFLD_SidePanel_DisplayName_LastModifiedByUser,,,,
Calculation_Version.Root_Item,Item,LAST_MODIFIED_BY,0,0,,,,,,,,String,length=256,,,,,,1,XFLD_SidePanel_DisplayName_LastModifiedByUser,XFLD_SidePanel_DisplayName_LastModifiedByUser,,,,
Item,Item,PRICE_FOR_TOTAL_QUANTITY,0,100,105,3,,Item.Calculation_Version,Calculation_Version,REPORT_CURRENCY_ID,,Decimal,precision=24; scale=7,,1,,,,1,XFLD_SidePanel_DisplayName_PriceForTotalQuantity,XTOL_SidePanel_DescriptionName_PriceForTotalQuantity,,,,
Item,Item,PRICE_FOR_TOTAL_QUANTITY_FIXED_PORTION,0,100,105,1,,Item.Calculation_Version,Calculation_Version,REPORT_CURRENCY_ID,,Decimal,precision=24; scale=7,,1,,,,1,XFLD_SidePanel_DisplayName_PriceForTotalQuantityFixedPortion,XTOL_SidePanel_DescriptionName_PriceForTotalQuantityFixedPortion,,,,
Item,Item,PRICE_FOR_TOTAL_QUANTITY_VARIABLE_PORTION,0,100,105,2,,Item.Calculation_Version,Calculation_Version,REPORT_CURRENCY_ID,,Decimal,precision=24; scale=7,,1,,,,1,XFLD_SidePanel_DisplayName_PriceForTotalQuantityVariablePortion,XTOL_SidePanel_DescriptionName_PriceForTotalQuantityVariablePortion,,,,
Item,Item,PRICE_FOR_TOTAL_QUANTITY2,0,100,117,3,,Item.Calculation_Version,Calculation_Version,REPORT_CURRENCY_ID,,Decimal,precision=24; scale=7,,1,,,,1,XFLD_SidePanel_DisplayName_PriceForTotalQuantity,XTOL_SidePanel_DescriptionName_PriceForTotalQuantity,,,,
Item,Item,PRICE_FOR_TOTAL_QUANTITY2_FIXED_PORTION,0,100,117,1,,Item.Calculation_Version,Calculation_Version,REPORT_CURRENCY_ID,,Decimal,precision=24; scale=7,,1,,,,1,XFLD_SidePanel_DisplayName_PriceForTotalQuantityFixedPortion,XTOL_SidePanel_DescriptionName_PriceForTotalQuantityFixedPortion,,,,
Item,Item,PRICE_FOR_TOTAL_QUANTITY2_VARIABLE_PORTION,0,100,117,2,,Item.Calculation_Version,Calculation_Version,REPORT_CURRENCY_ID,,Decimal,precision=24; scale=7,,1,,,,1,XFLD_SidePanel_DisplayName_PriceForTotalQuantityVariablePortion,XTOL_SidePanel_DescriptionName_PriceForTotalQuantityVariablePortion,,,,
Item,Item,PRICE_FOR_TOTAL_QUANTITY3,0,100,118,3,,Item.Calculation_Version,Calculation_Version,REPORT_CURRENCY_ID,,Decimal,precision=24; scale=7,,1,,,,1,XFLD_SidePanel_DisplayName_PriceForTotalQuantity,XTOL_SidePanel_DescriptionName_PriceForTotalQuantity,,,,
Item,Item,PRICE_FOR_TOTAL_QUANTITY3_FIXED_PORTION,0,100,118,1,,Item.Calculation_Version,Calculation_Version,REPORT_CURRENCY_ID,,Decimal,precision=24; scale=7,,1,,,,1,XFLD_SidePanel_DisplayName_PriceForTotalQuantityFixedPortion,XTOL_SidePanel_DescriptionName_PriceForTotalQuantityFixedPortion,,,,
Item,Item,PRICE_FOR_TOTAL_QUANTITY3_VARIABLE_PORTION,0,100,118,2,,Item.Calculation_Version,Calculation_Version,REPORT_CURRENCY_ID,,Decimal,precision=24; scale=7,,1,,,,1,XFLD_SidePanel_DisplayName_PriceForTotalQuantityVariablePortion,XTOL_SidePanel_DescriptionName_PriceForTotalQuantityVariablePortion,,,,
Item,Item,OTHER_COST,0,100,,,,Item.Calculation_Version,Calculation_Version,REPORT_CURRENCY_ID,,Decimal,precision=24; scale=7,,1,,,,1,XFLD_SidePanel_DisplayName_OtherCost,XTOL_SidePanel_DescriptionName_OtherCost,,,,
Item,Item,OTHER_COST_FIXED_PORTION,0,100,,,,Item.Calculation_Version,Calculation_Version,REPORT_CURRENCY_ID,,Decimal,precision=24; scale=7,,1,,,,1,XFLD_SidePanel_DisplayName_OtherCostFixedPortion,XTOL_SidePanel_DescriptionName_OtherCostFixedPortion,,,,
Item,Item,OTHER_COST_VARIABLE_PORTION,0,100,,,,Item.Calculation_Version,Calculation_Version,REPORT_CURRENCY_ID,,Decimal,precision=24; scale=7,,1,,,,1,XFLD_SidePanel_DisplayName_OtherCostVariablePortion,XTOL_SidePanel_DescriptionName_OtherCostVariablePortion,,,,
Item,Item,TOTAL_COST,0,100,105,9,,Item.Calculation_Version,Calculation_Version,REPORT_CURRENCY_ID,,Decimal,precision=24; scale=7,,1,,,,1,XFLD_SidePanel_DisplayName_TotalCost,XTOL_SidePanel_DescriptionName_TotalCost,,,,
Item,Item,TOTAL_COST_FIXED_PORTION,0,100,105,7,,Item.Calculation_Version,Calculation_Version,REPORT_CURRENCY_ID,,Decimal,precision=24; scale=7,,1,,,,1,XFLD_SidePanel_DisplayName_TotalCostFixedPortion,XTOL_SidePanel_DescriptionName_TotalCostFixedPortion,,,,
Item,Item,TOTAL_COST_VARIABLE_PORTION,0,100,105,8,,Item.Calculation_Version,Calculation_Version,REPORT_CURRENCY_ID,,Decimal,precision=24; scale=7,,1,,,,1,XFLD_SidePanel_DisplayName_TotalCostVariablePortion,XTOL_SidePanel_DescriptionName_TotalCostVariablePortion,,,,
Item,Item,TOTAL_COST2,0,100,117,9,,Item.Calculation_Version,Calculation_Version,REPORT_CURRENCY_ID,,Decimal,precision=24; scale=7,,1,,,,1,XFLD_SidePanel_DisplayName_TotalCost,XTOL_SidePanel_DescriptionName_TotalCost,,,,
Item,Item,TOTAL_COST2_FIXED_PORTION,0,100,117,7,,Item.Calculation_Version,Calculation_Version,REPORT_CURRENCY_ID,,Decimal,precision=24; scale=7,,1,,,,1,XFLD_SidePanel_DisplayName_TotalCostFixedPortion,XTOL_SidePanel_DescriptionName_TotalCostFixedPortion,,,,
Item,Item,TOTAL_COST2_VARIABLE_PORTION,0,100,117,8,,Item.Calculation_Version,Calculation_Version,REPORT_CURRENCY_ID,,Decimal,precision=24; scale=7,,1,,,,1,XFLD_SidePanel_DisplayName_TotalCostVariablePortion,XTOL_SidePanel_DescriptionName_TotalCostVariablePortion,,,,
Item,Item,TOTAL_COST3,0,100,118,9,,Item.Calculation_Version,Calculation_Version,REPORT_CURRENCY_ID,,Decimal,precision=24; scale=7,,1,,,,1,XFLD_SidePanel_DisplayName_TotalCost,XTOL_SidePanel_DescriptionName_TotalCost,,,,
Item,Item,TOTAL_COST3_FIXED_PORTION,0,100,118,7,,Item.Calculation_Version,Calculation_Version,REPORT_CURRENCY_ID,,Decimal,precision=24; scale=7,,1,,,,1,XFLD_SidePanel_DisplayName_TotalCostFixedPortion,XTOL_SidePanel_DescriptionName_TotalCostFixedPortion,,,,
Item,Item,TOTAL_COST3_VARIABLE_PORTION,0,100,118,8,,Item.Calculation_Version,Calculation_Version,REPORT_CURRENCY_ID,,Decimal,precision=24; scale=7,,1,,,,1,XFLD_SidePanel_DisplayName_TotalCostVariablePortion,XTOL_SidePanel_DescriptionName_TotalCostVariablePortion,,,,
Item,Item,PRICE_FIXED_PORTION,0,100,104,1,,Item,Item,TRANSACTION_CURRENCY_ID,,Decimal,"precision=24; scale=7; json={""SidePanelSection"":{""Id"":""PRICE_SPLIT""}}",,1,,,,1,XFLD_SidePanel_DisplayName_PriceFixedPortion,XTOL_SidePanel_DescriptionName_PriceFixedPortion,,,,
Item,Item,PRICE_VARIABLE_PORTION,0,100,104,2,,Item,Item,TRANSACTION_CURRENCY_ID,,Decimal,"precision=24; scale=7; json={""SidePanelSection"":{""Id"":""PRICE_SPLIT""}}",,1,,,,1,XFLD_SidePanel_DisplayName_PriceVariablePortion,XTOL_SidePanel_DescriptionName_PriceVariablePortion,,,,
Item,Item,PRICE,0,100,104,3,,Item,Item,TRANSACTION_CURRENCY_ID,,Decimal,"precision=24; scale=7; json={""SidePanelSection"":{""Id"":""PRICE_SPLIT""}}",,1,,,,1,XFLD_SidePanel_DisplayName_Price,XTOL_SidePanel_DescriptionName_Price,,,,
Item,Item,TRANSACTION_CURRENCY_ID,0,0,,,,,,,1,String,length=3; uppercase=1,ITEM,7,,1,,1,XFLD_SidePanel_DisplayName_TransactionCurrency,XTOL_SidePanel_DescriptionName_TransactionCurrency,,,,
Item,Item,PRICE_UNIT,0,100,104,4,,Item,Item,PRICE_UNIT_UOM_ID,,Decimal,"precision=24; scale=7; json={""SidePanelSection"":{""Id"":""PRICE_SPLIT""}}",,2,,,,1,XFLD_SidePanel_DisplayName_PriceUnit,XTOL_SidePanel_DescriptionName_PriceUnit,,,,
Item,Item,PRICE_UNIT_UOM_ID,0,0,,,,,,,1,String,length=3; uppercase=1,ITEM,6,,1,,1,XFLD_SidePanel_DisplayName_PriceUnitUoM,XFLD_SidePanel_DisplayName_PriceUnitUoM,,,,
Calculation_Version.Root_Item,Item,PRICE_FOR_TOTAL_QUANTITY,0,100,,,,Item.Calculation_Version,Calculation_Version,REPORT_CURRENCY_ID,,Decimal,precision=24; scale=7,,,,,,1,XFLD_SidePanel_DisplayName_PriceForTotalQuantity,XTOL_SidePanel_DescriptionName_PriceForTotalQuantity,,,,
Calculation_Version.Root_Item,Item,PRICE_FOR_TOTAL_QUANTITY_FIXED_PORTION,0,100,,,,Item.Calculation_Version,Calculation_Version,REPORT_CURRENCY_ID,,Decimal,precision=24; scale=7,,,,,,1,XFLD_SidePanel_DisplayName_PriceForTotalQuantityFixedPortion,XTOL_SidePanel_DescriptionName_PriceForTotalQuantityFixedPortion,,,,
Calculation_Version.Root_Item,Item,PRICE_FOR_TOTAL_QUANTITY_VARIABLE_PORTION,0,100,,,,Item.Calculation_Version,Calculation_Version,REPORT_CURRENCY_ID,,Decimal,precision=24; scale=7,,,,,,1,XFLD_SidePanel_DisplayName_PriceForTotalQuantityVariablePortion,XTOL_SidePanel_DescriptionName_PriceForTotalQuantityVariablePortion,,,,
Calculation_Version.Root_Item,Item,PRICE_FOR_TOTAL_QUANTITY2,0,100,,,,Item.Calculation_Version,Calculation_Version,REPORT_CURRENCY_ID,,Decimal,precision=24; scale=7,,,,,,1,XFLD_SidePanel_DisplayName_PriceForTotalQuantity,XTOL_SidePanel_DescriptionName_PriceForTotalQuantity,,,,
Calculation_Version.Root_Item,Item,PRICE_FOR_TOTAL_QUANTITY2_FIXED_PORTION,0,100,,,,Item.Calculation_Version,Calculation_Version,REPORT_CURRENCY_ID,,Decimal,precision=24; scale=7,,,,,,1,XFLD_SidePanel_DisplayName_PriceForTotalQuantityFixedPortion,XTOL_SidePanel_DescriptionName_PriceForTotalQuantityFixedPortion,,,,
Calculation_Version.Root_Item,Item,PRICE_FOR_TOTAL_QUANTITY2_VARIABLE_PORTION,0,100,,,,Item.Calculation_Version,Calculation_Version,REPORT_CURRENCY_ID,,Decimal,precision=24; scale=7,,,,,,1,XFLD_SidePanel_DisplayName_PriceForTotalQuantityVariablePortion,XTOL_SidePanel_DescriptionName_PriceForTotalQuantityVariablePortion,,,,
Calculation_Version.Root_Item,Item,PRICE_FOR_TOTAL_QUANTITY3,0,100,,,,Item.Calculation_Version,Calculation_Version,REPORT_CURRENCY_ID,,Decimal,precision=24; scale=7,,,,,,1,XFLD_SidePanel_DisplayName_PriceForTotalQuantity,XTOL_SidePanel_DescriptionName_PriceForTotalQuantity,,,,
Calculation_Version.Root_Item,Item,PRICE_FOR_TOTAL_QUANTITY3_FIXED_PORTION,0,100,,,,Item.Calculation_Version,Calculation_Version,REPORT_CURRENCY_ID,,Decimal,precision=24; scale=7,,,,,,1,XFLD_SidePanel_DisplayName_PriceForTotalQuantityFixedPortion,XTOL_SidePanel_DescriptionName_PriceForTotalQuantityFixedPortion,,,,
Calculation_Version.Root_Item,Item,PRICE_FOR_TOTAL_QUANTITY3_VARIABLE_PORTION,0,100,,,,Item.Calculation_Version,Calculation_Version,REPORT_CURRENCY_ID,,Decimal,precision=24; scale=7,,,,,,1,XFLD_SidePanel_DisplayName_PriceForTotalQuantityVariablePortion,XTOL_SidePanel_DescriptionName_PriceForTotalQuantityVariablePortion,,,,
Calculation_Version.Root_Item,Item,OTHER_COST,0,100,,,,Item.Calculation_Version,Calculation_Version,REPORT_CURRENCY_ID,,Decimal,precision=24; scale=7,,,,,,1,XFLD_SidePanel_DisplayName_OtherCost,XTOL_SidePanel_DescriptionName_OtherCost,,,,
Calculation_Version.Root_Item,Item,OTHER_COST_FIXED_PORTION,0,100,,,,Item.Calculation_Version,Calculation_Version,REPORT_CURRENCY_ID,,Decimal,precision=24; scale=7,,,,,,1,XFLD_SidePanel_DisplayName_OtherCostFixedPortion,XTOL_SidePanel_DescriptionName_OtherCostFixedPortion,,,,
Calculation_Version.Root_Item,Item,OTHER_COST_VARIABLE_PORTION,0,100,,,,Item.Calculation_Version,Calculation_Version,REPORT_CURRENCY_ID,,Decimal,precision=24; scale=7,,,,,,1,XFLD_SidePanel_DisplayName_OtherCostVariablePortion,XTOL_SidePanel_DescriptionName_OtherCostVariablePortion,,,,
Calculation_Version.Root_Item,Item,TOTAL_COST,0,100,,,,Item.Calculation_Version,Calculation_Version,REPORT_CURRENCY_ID,,Decimal,precision=24; scale=7,,,,,,1,XFLD_SidePanel_DisplayName_TotalCost,XTOL_SidePanel_DescriptionName_TotalCost,,,,
Calculation_Version.Root_Item,Item,TOTAL_COST_FIXED_PORTION,0,100,,,,Item.Calculation_Version,Calculation_Version,REPORT_CURRENCY_ID,,Decimal,precision=24; scale=7,,,,,,1,XFLD_SidePanel_DisplayName_TotalCostFixedPortion,XTOL_SidePanel_DescriptionName_TotalCostFixedPortion,,,,
Calculation_Version.Root_Item,Item,TOTAL_COST_VARIABLE_PORTION,0,100,,,,Item.Calculation_Version,Calculation_Version,REPORT_CURRENCY_ID,,Decimal,precision=24; scale=7,,,,,,1,XFLD_SidePanel_DisplayName_TotalCostVariablePortion,XTOL_SidePanel_DescriptionName_TotalCostVariablePortion,,,,
Calculation_Version.Root_Item,Item,TOTAL_COST2,0,100,,,,Item.Calculation_Version,Calculation_Version,REPORT_CURRENCY_ID,,Decimal,precision=24; scale=7,,,,,,1,XFLD_SidePanel_DisplayName_TotalCost,XTOL_SidePanel_DescriptionName_TotalCost,,,,
